date,state,customers_elec,price_elec,revenue_elec,sales_elec
2007-04,KY,,5.75,402.36975,6992.11624
2007-04,KS,,6.65,190.17895,2860.46847
2007-04,IA,,6.53,220.11067,3371.15701
2007-04,IN,,6.52,535.92509,8216.5807
2007-05,CO,,7.88,315.42993,4004.5632
2007-05,NV,,9.31,282.88681,3039.21674
2007-05,NE,,6.09,130.89542,2148.72155
2007-05,AK,,12.91,62.24751,482.26751
2007-05,AL,,7.48,551.58025,7375.90246
2007-05,WY,,5.37,65.88961,1228.03882
2007-05,WI,,8.39,472.69253,5632.31878
2007-05,WV,,5.22,135.60766,2596.70559
2007-05,NH,,13.89,121.09777,871.68412
2007-05,WA,,6.11,406.45481,6648.58016
2007-05,VA,,6.97,592.30919,8501.72865
2007-05,VT,,12.07,55.20212,457.48747
2007-05,UT,,6.42,145.60831,2268.69488
2007-05,TX,,10.1,2716.51506,26883.06776
2007-05,TN,,7.07,551.27212,7802.22261
2007-05,SD,,6.81,53.453,784.68638
2007-05,SC,,6.85,438.62124,6399.26169
2007-05,RI,,12.6,78.04309,619.53579
2007-05,PA,,9.21,1062.22791,11535.33884
2007-05,IN,,6.51,554.40271,8517.46677
2007-05,IL,,8.26,964.34629,11681.50302
2007-05,ID,,4.64,92.96859,2004.7532
2007-05,HI,,20.17,181.08005,897.56268
2007-05,GA,,7.41,795.63473,10731.02102
2007-05,FL,,10.26,1842.48118,17965.10088
2007-05,DC,,11.05,109.67555,992.73389
2007-05,OR,,6.71,250.1565,3729.37433
2007-05,OK,,7.0,296.25499,4229.35267
2007-05,OH,,7.92,1011.33844,12771.36365
2007-05,ND,,6.36,55.01137,864.44706
2007-05,MT,,7.11,83.0289,1167.8791
2007-05,MO,,6.71,434.12724,6471.16889
2007-05,MS,,8.13,295.93026,3640.0706
2007-05,MN,,7.1,370.93607,5223.24657
2007-05,MI,,8.46,723.3632,8548.46449
2007-05,MA,,14.32,634.30357,4428.46488
2007-05,NC,,7.56,752.96359,9958.02248
2007-05,NY,,15.22,1719.12005,11294.6446
2007-05,NM,,7.28,126.50907,1738.65437
2007-05,MD,,10.69,521.87272,4880.85886
2007-05,ME,,14.35,132.64464,924.39078
2007-05,LA,,8.75,532.39136,6081.83996
2007-05,KY,,5.64,410.60204,7275.46551
2007-05,KS,,6.89,214.65936,3116.22332
2007-05,IA,,6.57,232.6463,3540.80072
2007-05,NJ,,11.95,755.06634,6317.9036
2007-05,CA,,12.24,2592.049,21178.61335
2007-05,AR,,6.45,222.434,3450.73611
2007-05,AZ,,8.8,561.76188,6385.79042
2007-05,DE,,11.05,93.97352,850.65765
2007-05,CT,,16.53,440.0361,2661.66045
2007-06,AZ,,8.84,637.22903,7211.11425
2007-06,LA,,8.35,587.12798,7033.98017
2007-06,KY,,6.34,459.78172,7254.46177
2007-06,KS,,7.49,262.27159,3503.83548
2007-06,IA,,7.13,275.58789,3864.06713
2007-06,IN,,6.49,603.74109,9307.18462
2007-06,IL,,8.59,1105.42279,12873.83126
2007-06,CT,,16.51,474.18861,2871.70624
2007-06,CO,,8.22,354.38573,4311.1294
2007-06,CA,,13.66,3010.51618,22041.11736
2007-06,MO,,7.72,559.67201,7249.34729
2007-06,OR,,6.88,260.35314,3785.06476
2007-06,OK,,7.62,377.98958,4962.90785
2007-06,OH,,8.15,1120.07093,13741.24853
2007-06,ND,,6.77,59.7926,883.14427
2007-06,NC,,7.71,879.68389,11407.82106
2007-06,NY,,15.92,1991.59711,12511.95659
2007-06,NM,,7.55,145.09577,1922.15173
2007-06,VA,,7.3,693.79333,9502.02711
2007-06,VT,,12.07,57.27149,474.55669
2007-06,UT,,6.96,167.57636,2407.6476
2007-06,TX,,10.41,3148.92794,30251.81413
2007-06,TN,,7.12,630.03725,8852.74059
2007-06,SD,,7.08,58.63154,828.05414
2007-06,SC,,7.23,526.64506,7282.38844
2007-06,NJ,,14.43,1052.75484,7297.53868
2007-06,NH,,13.98,127.46493,911.57861
2007-06,NV,,10.09,350.65706,3476.32598
2007-06,NE,,6.77,158.44825,2339.87401
2007-06,MT,,7.21,87.86172,1218.2081
2007-06,RI,,13.2,88.52945,670.7947
2007-06,PA,,9.31,1169.03624,12552.06651
2007-06,FL,,10.33,2080.69269,20140.00525
2007-06,DC,,12.14,131.89886,1086.66491
2007-06,DE,,11.5,112.80038,980.8138
2007-06,ID,,5.16,117.03298,2268.8337
2007-06,HI,,20.8,185.69086,892.63658
2007-06,GA,,8.29,1034.83867,12489.76786
2007-06,WY,,5.3,65.75669,1241.4289
2007-06,WI,,8.83,534.85053,6059.24938
2007-06,WV,,5.2,149.01618,2867.49397
2007-06,WA,,6.16,393.1363,6378.27293
2007-06,AK,,13.0,61.91189,476.17843
2007-06,AL,,7.97,650.32291,8159.60413
2007-06,MS,,8.28,346.36953,4182.45572
2007-06,MN,,8.17,470.47726,5761.74971
2007-06,MI,,8.83,873.22257,9894.43579
2007-06,MA,,15.41,731.58701,4747.64259
2007-06,MD,,12.4,691.97834,5580.13122
2007-06,ME,,14.03,137.91101,982.95053
2007-06,AR,,6.81,273.57409,4014.5906
2007-07,WI,,8.86,584.78986,6601.80483
2007-07,OR,,7.13,287.21076,4028.9249
2007-07,OK,,7.9,435.91448,5520.60256
2007-07,OH,,8.44,1199.47979,14218.34319
2007-07,WV,,5.42,148.72808,2743.48166
2007-07,WA,,6.47,435.69043,6735.19177
2007-07,VA,,7.43,769.74516,10358.39446
2007-07,VT,,12.04,60.81122,504.95643
2007-07,PA,,9.5,1260.29444,13271.675
2007-07,WY,,5.34,69.53096,1302.3703
2007-07,UT,,7.18,207.46446,2890.93768
2007-07,TX,,10.37,3387.79179,32679.28871
2007-07,TN,,7.11,702.31364,9872.44275
2007-07,SD,,7.24,70.15659,968.3734
2007-07,SC,,7.52,588.12785,7820.07946
2007-07,RI,,13.37,98.24878,735.07868
2007-07,ND,,6.91,68.37221,988.98993
2007-07,NC,,8.22,1018.09278,12384.9879
2007-07,NY,,15.98,2236.58848,13993.05333
2007-07,NM,,7.61,164.13083,2157.0813
2007-07,NJ,,15.09,1215.0813,8051.20702
2007-07,NH,,14.11,140.23776,994.07593
2007-07,NV,,11.08,465.01807,4197.13928
2007-07,NE,,7.16,199.56829,2785.35237
2007-07,MT,,7.32,100.73783,1376.63899
2007-07,MD,,12.62,774.70827,6136.37235
2007-07,DC,,12.61,149.14339,1182.94544
2007-07,DE,,11.75,127.74405,1086.89889
2007-07,CT,,16.7,529.62637,3170.93953
2007-07,CO,,7.58,378.23966,4988.14052
2007-07,CA,,14.08,3520.76559,25005.52383
2007-07,AR,,7.41,329.82283,4450.81846
2007-07,AZ,,9.37,793.20331,8462.07733
2007-07,ME,,14.25,146.18705,1025.51819
2007-07,LA,,8.66,651.12869,7520.14293
2007-07,AK,,13.46,66.2236,492.04738
2007-07,AL,,7.8,688.45033,8825.46684
2007-07,KY,,6.37,495.2921,7772.75756
2007-07,KS,,7.59,304.33771,4008.59268
2007-07,IA,,7.7,333.64405,4330.92535
2007-07,IN,,6.72,650.37497,9680.52216
2007-07,IL,,8.56,1171.16218,13677.72157
2007-07,ID,,5.28,134.98823,2557.8825
2007-07,HI,,21.72,201.29481,926.89728
2007-07,GA,,8.31,1098.9429,13231.04601
2007-07,FL,,10.4,2330.70837,22421.33922
2007-07,MO,,7.81,638.77697,8181.59968
2007-07,MS,,8.21,378.96114,4615.24049
2007-07,MN,,8.27,538.22397,6507.23677
2007-07,MI,,8.76,875.71552,10002.11217
2007-07,MA,,15.15,787.82806,5201.07861
2007-08,NM,,7.77,170.9101,2198.99767
2007-08,WY,,5.29,70.54002,1332.64685
2007-08,VA,,7.55,836.24702,11076.07272
2007-08,SD,,7.19,71.05279,987.91997
2007-08,SC,,7.62,646.8825,8485.22397
2007-08,WA,,6.21,420.59326,6772.444
2007-08,VT,,12.12,61.83297,510.31773
2007-08,UT,,6.91,192.05931,2780.51988
2007-08,TX,,10.28,3632.07358,35330.83577
2007-08,TN,,7.13,745.32901,10448.90022
2007-08,MO,,7.85,716.23387,9118.87192
2007-08,MS,,8.44,410.98097,4870.49524
2007-08,MN,,7.87,509.83366,6474.45955
2007-08,MI,,9.03,967.28912,10708.77304
2007-08,MA,,15.32,837.48706,5465.42759
2007-08,MD,,12.69,817.00982,6436.34191
2007-08,ME,,14.34,152.62995,1064.72576
2007-08,LA,,8.62,685.08664,7947.87674
2007-08,PA,,9.39,1317.16599,14020.37381
2007-08,RI,,12.43,105.70424,850.23706
2007-08,OR,,7.06,288.42782,4082.97031
2007-08,OK,,8.04,488.83136,6079.03606
2007-08,WI,,8.85,595.31456,6726.52292
2007-08,WV,,5.61,177.25378,3158.74945
2007-08,OH,,8.44,1337.20128,15837.24995
2007-08,NJ,,15.29,1277.82776,8355.88389
2007-08,NH,,14.1,146.25639,1037.53073
2007-08,NV,,10.69,411.9335,3852.67782
2007-08,NE,,7.03,198.02676,2816.42402
2007-08,MT,,7.3,103.47591,1417.51607
2007-08,CO,,7.45,371.59152,4989.53342
2007-08,CA,,13.99,3627.23079,25919.90816
2007-08,AR,,7.5,363.08109,4838.38713
2007-08,AZ,,9.3,794.06877,8540.64276
2007-08,AK,,13.44,68.6459,510.67588
2007-08,AL,,8.45,803.22334,9505.24287
2007-08,HI,,22.39,212.32883,948.21301
2007-08,GA,,9.13,1348.45683,14765.14365
2007-08,FL,,10.43,2468.75613,23677.37237
2007-08,DC,,12.76,151.11295,1183.88515
2007-08,DE,,11.88,135.76727,1142.58965
2007-08,CT,,16.14,536.48332,3323.59917
2007-08,KY,,6.39,543.94877,8508.86137
2007-08,KS,,7.38,330.36257,4473.68327
2007-08,IA,,7.71,345.85005,4484.55701
2007-08,IN,,6.83,726.3492,10639.17499
2007-08,IL,,8.9,1297.91036,14587.2435
2007-08,ID,,5.49,126.03769,2294.60592
2007-08,ND,,6.76,65.32632,966.37896
2007-08,NC,,8.18,1126.74226,13780.12053
2007-08,NY,,16.33,2292.73892,14038.98254
2007-09,MI,,8.19,738.59977,9017.84929
2007-09,WV,,5.46,140.74416,2578.78157
2007-09,WA,,6.37,399.53243,6275.09133
2007-09,VA,,7.39,689.87381,9339.61556
2007-09,VT,,12.05,56.30219,467.31762
2007-09,UT,,6.91,158.54434,2295.14612
2007-09,PA,,9.15,1149.65185,12562.63726
2007-09,OR,,7.19,269.24926,3746.65326
2007-09,OK,,8.02,395.2898,4927.32285
2007-09,OH,,8.07,1088.22812,13483.28492
2007-09,ND,,6.86,60.62943,883.79352
2007-09,NC,,8.22,1002.85904,12196.81567
2007-09,NY,,15.51,2056.9918,13258.70881
2007-09,NM,,7.52,152.693,2029.18135
2007-09,NJ,,14.28,1006.44992,7049.99263
2007-09,TX,,10.3,3418.3144,33193.01865
2007-09,TN,,6.98,744.31777,10664.87206
2007-09,SD,,7.25,61.81674,852.78813
2007-09,SC,,7.48,560.04769,7486.89125
2007-09,RI,,14.46,91.51728,632.72568
2007-09,WY,,5.3,65.68967,1239.85989
2007-09,WI,,8.63,517.07548,5993.38755
2007-09,MA,,15.45,732.05745,4737.14227
2007-09,MD,,12.28,669.73589,5455.98731
2007-09,ME,,14.47,136.06942,940.24361
2007-09,LA,,8.25,653.84502,7921.55233
2007-09,IL,,8.66,1060.45535,12249.86185
2007-09,KY,,5.8,468.70253,8079.93145
2007-09,KS,,7.01,250.70273,3574.85452
2007-09,IA,,7.17,268.68406,3748.83792
2007-09,IN,,6.8,636.47379,9363.61724
2007-09,AR,,7.32,338.80285,4626.90868
2007-09,AZ,,9.12,731.76328,8019.52421
2007-09,AK,,13.18,65.43191,496.46297
2007-09,AL,,7.71,663.72505,8604.49504
2007-09,CT,,16.0,437.85807,2736.99618
2007-09,CO,,7.6,335.78637,4419.93961
2007-09,CA,,13.85,3458.06646,24974.68083
2007-09,FL,,10.4,2414.13013,23214.15022
2007-09,DC,,12.3,127.01198,1032.51282
2007-09,DE,,11.7,129.62505,1107.93895
2007-09,ID,,5.37,98.38226,1833.66696
2007-09,HI,,20.86,189.94382,910.45806
2007-09,GA,,8.14,1045.39017,12850.47225
2007-09,NH,,13.61,126.14678,926.80854
2007-09,NV,,10.62,353.86608,3331.94268
2007-09,NE,,6.93,160.58824,2318.78862
2007-09,MT,,7.25,87.45345,1206.3617
2007-09,MO,,6.78,535.50748,7903.7338
2007-09,MS,,8.14,391.65358,4810.66771
2007-09,MN,,7.34,436.91086,5950.29167
2007-10,AL,,7.58,561.39529,7407.42847
2007-10,NE,,6.26,132.45943,2116.69332
2007-10,MT,,7.37,88.6631,1203.10544
2007-10,MO,,5.95,389.42923,6545.28174
2007-10,MS,,8.06,332.01698,4119.02962
2007-10,MN,,7.08,397.98579,5617.67811
2007-10,MI,,8.16,734.75391,9003.41022
2007-10,MA,,14.88,686.95637,4616.24585
2007-10,MD,,12.12,606.96821,5007.3588
2007-10,ME,,14.45,138.42861,958.27769
2007-10,LA,,8.6,598.78986,6961.53597
2007-10,KY,,5.63,433.15853,7699.0656
2007-10,KS,,6.67,204.61619,3065.98574
2007-10,IA,,6.57,244.68785,3725.63621
2007-10,NJ,,12.56,832.83415,6632.65034
2007-10,NH,,14.06,122.97677,874.77408
2007-10,NV,,10.06,256.77375,2551.90629
2007-10,IN,,6.58,582.73056,8862.15417
2007-10,IL,,8.67,975.35543,11243.72831
2007-10,WY,,5.47,69.67191,1274.653
2007-10,WI,,8.37,493.68313,5897.53656
2007-10,WV,,5.43,144.45931,2658.808
2007-10,WA,,6.51,425.76507,6542.02502
2007-10,VA,,7.1,620.64211,8736.74411
2007-10,HI,,23.11,214.23156,927.12951
2007-10,VT,,12.13,56.35059,464.53068
2007-10,UT,,6.53,135.32488,2071.59927
2007-10,TX,,10.14,3047.04915,30043.79452
2007-10,TN,,7.26,639.55164,8805.06476
2007-10,SD,,7.08,56.54095,799.04211
2007-10,ID,,5.18,89.00315,1718.33584
2007-10,SC,,7.14,471.27272,6596.0827
2007-10,RI,,13.15,86.25787,656.0616
2007-10,PA,,9.05,1079.69295,11929.84247
2007-10,OR,,7.25,270.01182,3722.60584
2007-10,OK,,7.66,331.55601,4326.69747
2007-10,OH,,7.77,1009.37826,12984.07974
2007-10,ND,,6.63,61.09065,921.05075
2007-10,NC,,8.06,858.21287,10642.24785
2007-10,NY,,15.26,1859.1881,12187.34375
2007-10,NM,,7.65,136.43284,1783.57823
2007-10,GA,,7.51,832.5358,11084.96695
2007-10,FL,,10.42,2141.80959,20563.46751
2007-10,CA,,12.61,2859.15719,22667.36763
2007-10,AR,,6.88,271.85725,3954.10863
2007-10,DC,,12.42,121.19386,975.82125
2007-10,DE,,11.59,106.51301,919.3655
2007-10,CT,,15.97,437.86908,2742.4701
2007-10,CO,,7.91,330.38755,4176.55563
2007-10,AZ,,8.93,562.54601,6302.18476
2007-10,AK,,14.2,70.36753,495.54176
2007-11,AL,,7.35,485.91429,6607.39397
2007-11,DC,,11.74,106.75042,909.06533
2007-11,DE,,11.46,104.43811,911.00096
2007-11,CT,,15.99,433.87674,2712.60171
2007-11,CO,,7.78,318.05868,4088.74142
2007-11,CA,,12.29,2485.1449,20225.21533
2007-11,AR,,6.91,240.82233,3484.28718
2007-11,AZ,,8.03,431.32859,5371.81364
2007-11,HI,,23.67,205.04107,866.36916
2007-11,GA,,7.41,726.98088,9809.00737
2007-11,FL,,10.4,1859.61509,17878.36886
2007-11,LA,,7.81,466.95298,5981.19701
2007-11,KY,,5.71,424.83538,7438.40448
2007-11,KS,,6.4,193.48376,3023.80431
2007-11,IA,,6.28,221.2523,3522.63282
2007-11,IN,,6.65,556.41615,8366.12274
2007-11,IL,,8.56,961.19848,11233.7555
2007-11,ID,,5.25,93.68938,1783.71526
2007-11,MS,,7.95,288.11766,3623.8347
2007-11,MN,,7.06,373.89558,5296.12255
2007-11,MI,,8.3,732.5723,8825.23898
2007-11,MA,,14.62,641.10704,4385.58031
2007-11,MD,,11.66,561.63404,4815.62245
2007-11,ME,,14.94,140.65944,941.69839
2007-11,OR,,7.33,289.05679,3942.8946
2007-11,OK,,7.2,291.44301,4050.53768
2007-11,OH,,7.79,953.6676,12235.69983
2007-11,ND,,6.5,65.53612,1008.11246
2007-11,NC,,7.77,755.93605,9730.59861
2007-11,NY,,14.71,1691.25024,11494.56224
2007-11,NM,,7.55,130.19706,1724.20099
2007-11,NJ,,12.43,767.00805,6171.96679
2007-11,NH,,13.64,121.65957,891.69151
2007-11,NV,,9.38,230.27801,2456.22038
2007-11,NE,,5.79,126.89404,2190.04088
2007-11,MT,,6.96,85.90883,1234.5032
2007-11,MO,,5.99,372.84042,6229.22441
2007-11,WY,,5.18,66.48943,1283.43383
2007-11,WI,,8.38,461.23625,5503.64466
2007-11,WV,,5.52,154.90244,2806.58019
2007-11,WA,,6.59,460.92692,6998.13079
2007-11,VA,,7.08,590.59831,8337.66471
2007-11,VT,,12.15,56.93426,468.51089
2007-11,UT,,5.83,127.72793,2189.95687
2007-11,TX,,9.74,2480.84876,25475.18537
2007-11,TN,,7.23,572.39627,7912.58231
2007-11,SD,,6.9,57.24931,829.62251
2007-11,SC,,7.07,428.62835,6065.33296
2007-11,RI,,13.47,83.50642,620.00367
2007-11,PA,,8.98,1060.50457,11805.65423
2007-11,AK,,13.27,71.78736,541.15466
2007-12,MI,,8.38,754.32483,9001.59818
2007-12,CA,,11.97,2517.17985,21024.75088
2007-12,AR,,6.79,248.41486,3658.38176
2007-12,AZ,,7.92,448.4708,5663.93428
2007-12,AK,,14.37,84.34185,586.92854
2007-12,AL,,7.31,522.85323,7149.01705
2007-12,CO,,7.6,325.69101,4287.65381
2007-12,DC,,11.76,120.83611,1027.54233
2007-12,DE,,11.46,107.30277,936.70867
2007-12,CT,,16.09,485.56135,3017.88769
2007-12,WY,,5.29,75.2265,1421.70429
2007-12,WI,,8.37,507.58745,6067.69316
2007-12,WV,,5.51,168.21306,3051.77739
2007-12,WA,,6.64,545.58253,8215.48717
2007-12,VA,,7.04,663.10126,9417.0224
2007-12,VT,,12.02,63.35737,527.15362
2007-12,UT,,5.8,141.28869,2435.27892
2007-12,TX,,9.73,2528.49812,25996.71502
2007-12,TN,,7.23,613.00453,8474.52497
2007-12,SD,,6.76,65.29089,965.45926
2007-12,SC,,7.08,448.23953,6331.76355
2007-12,RI,,13.43,94.35147,702.65067
2007-12,PA,,8.89,1176.50484,13236.74334
2007-12,OR,,7.27,328.64816,4521.89626
2007-12,OK,,6.94,306.60209,4420.33727
2007-12,OH,,7.68,1058.70809,13793.6733
2007-12,ND,,6.36,75.37529,1184.76482
2007-12,NC,,7.79,805.65684,10335.5739
2007-12,NY,,15.08,1848.64381,12262.66663
2007-12,NM,,7.57,136.71004,1806.04471
2007-12,NJ,,12.75,854.2881,6702.76031
2007-12,NH,,13.97,138.53061,991.61331
2007-12,NV,,9.87,275.05705,2786.67377
2007-12,NE,,5.8,144.50724,2489.96761
2007-12,MT,,7.27,103.10316,1418.12416
2007-12,MD,,11.94,673.77155,5643.11138
2007-12,ME,,15.53,162.76487,1047.94363
2007-12,LA,,8.3,491.92704,5926.89123
2007-12,KY,,5.83,472.77927,8112.99255
2007-12,KS,,6.25,204.34485,3270.80216
2007-12,MA,,14.49,725.66328,5008.71596
2007-12,IA,,6.42,241.40604,3759.39561
2007-12,IN,,6.38,589.62003,9248.79375
2007-12,IL,,8.45,1026.54791,12148.12694
2007-12,ID,,5.2,106.82792,2053.88658
2007-12,HI,,25.2,220.53833,875.1439
2007-12,GA,,7.45,783.86618,10525.52953
2007-12,FL,,10.23,1784.06602,17441.54463
2007-12,MO,,5.91,429.17975,7262.15607
2007-12,MS,,7.91,292.27863,3694.38656
2007-12,MN,,7.44,429.37777,5772.3789
2008-01,GA,4575426.0,7.88,928.05191,11784.36426
2008-01,WV,1011051.0,5.45,181.24493,3323.49817
2008-01,VA,3567798.0,7.09,722.232,10183.70005
2008-01,VT,354549.0,12.05,64.28185,533.26008
2008-01,UT,1046156.0,5.98,149.39628,2496.63772
2008-01,TX,10996345.0,10.14,2849.75979,28112.92476
2008-01,TN,3133081.0,7.29,661.90222,9080.92892
2008-01,DC,242647.0,12.0,116.31754,969.40396
2008-01,MA,3002631.0,15.45,765.50382,4955.32613
2008-01,WA,3145488.0,6.64,574.73235,8658.35972
2008-01,PA,5927006.0,8.97,1238.41797,13801.16651
2008-01,OK,1907603.0,6.49,308.39227,4751.64826
2008-01,ND,374611.0,6.18,76.18852,1232.96761
2008-01,NY,7930250.0,15.24,1872.46363,12283.40871
2008-01,NV,1209087.0,9.84,265.97558,2704.22485
2008-01,NE,974238.0,5.8,147.55981,2543.0859
2008-01,MT,564164.0,7.47,108.90933,1457.38615
2008-01,MO,3052643.0,5.8,444.70199,7673.02122
2008-01,SD,426451.0,6.73,69.26068,1028.84937
2008-01,SC,2399775.0,7.33,519.64292,7091.4915
2008-01,MD,2424336.0,12.1,695.59589,5749.7256
2008-01,ME,784408.0,13.92,146.87361,1055.08688
2008-01,LA,2195097.0,7.86,521.32847,6634.73194
2008-01,KY,2227827.0,5.56,489.32561,8799.07586
2008-01,KS,1500208.0,6.44,218.9372,3400.58814
2008-01,MS,1462617.0,8.06,324.15992,4024.32334
2008-01,MN,2542667.0,7.56,466.41625,6171.38849
2008-01,MI,4820789.0,8.51,791.84072,9306.89452
2008-01,AR,1507790.0,6.6,263.97882,3998.72387
2008-01,AZ,2840975.0,8.04,467.17709,5811.33093
2008-01,WI,2918214.0,8.56,540.72439,6318.71213
2008-01,RI,474805.0,14.31,94.06917,657.54551
2008-01,OR,1864047.0,7.42,354.8887,4783.82791
2008-01,OH,5539466.0,7.78,1126.05037,14475.38311
2008-01,NC,4775067.0,7.59,883.45103,11638.16047
2008-01,NM,978778.0,7.73,145.63636,1885.18454
2008-01,NJ,3853106.0,12.92,880.25481,6812.66358
2008-01,NH,697884.0,13.88,141.29943,1017.8481
2008-01,FL,9612399.0,10.18,1877.82102,18439.36443
2008-01,DE,440528.0,11.54,121.29127,1050.667
2008-01,CT,1612550.0,16.93,460.26603,2718.81064
2008-01,CO,2537012.0,7.56,337.31899,4463.16663
2008-01,CA,15256818.0,11.55,2612.35,22619.92118
2008-01,AK,315101.0,13.88,86.35432,622.15228
2008-01,AL,2481578.0,7.68,611.56793,7959.03288
2008-01,WY,317175.0,5.29,76.38394,1445.22787
2008-01,IA,1541694.0,6.32,258.17094,4086.65352
2008-01,IN,3099605.0,6.55,639.26842,9757.9579
2008-01,IL,5700514.0,8.31,1069.38304,12873.42219
2008-01,ID,776213.0,5.31,112.63175,2120.42405
2008-01,HI,472031.0,25.36,215.82273,850.92173
2008-02,AR,1508020.0,6.71,262.35802,3908.15384
2008-02,MS,1464345.0,7.89,306.44791,3884.67931
2008-02,MN,2552865.0,7.53,442.70497,5880.7768
2008-02,MI,4824709.0,8.56,751.20305,8773.42677
2008-02,MA,3037720.0,15.09,720.14996,4770.90259
2008-02,KY,2229407.0,5.72,470.01687,8212.69584
2008-02,LA,2195066.0,7.88,500.71305,6353.99904
2008-02,IA,1538803.0,6.25,241.47194,3861.20292
2008-02,NH,697068.0,13.87,128.73008,928.27896
2008-02,NV,1208479.0,9.79,242.06381,2472.87121
2008-02,DE,440796.0,11.49,117.71738,1024.51883
2008-02,CT,1612660.0,17.12,421.51198,2462.15563
2008-02,MD,2426567.0,12.15,660.90141,5440.69647
2008-02,ME,784821.0,13.46,132.60135,985.38548
2008-02,PA,5933687.0,9.06,1166.39683,12870.06331
2008-02,OK,1910024.0,6.81,299.00308,4392.78154
2008-02,OH,5537367.0,7.96,1097.01752,13788.33308
2008-02,ND,374755.0,6.56,77.66512,1184.19824
2008-02,NC,4782059.0,7.46,808.57265,10832.89994
2008-02,MO,3058337.0,5.88,431.23702,7335.54427
2008-02,IL,5678084.0,8.54,1041.20098,12198.5367
2008-02,HI,471291.0,26.79,214.54925,801.00639
2008-02,GA,4582474.0,7.82,839.01234,10726.21399
2008-02,DC,242549.0,12.36,110.07952,890.49987
2008-02,KS,1506473.0,6.51,206.95677,3180.40916
2008-02,WY,317619.0,5.46,77.58045,1421.5279
2008-02,NE,973510.0,5.94,144.76482,2437.41759
2008-02,MT,565510.0,7.51,101.51303,1351.44686
2008-02,SD,430381.0,6.81,69.5558,1021.14676
2008-02,SC,2403925.0,7.12,460.64203,6470.70794
2008-02,CO,2535195.0,7.77,321.86201,4142.1366
2008-02,WV,1011281.0,5.49,164.78636,3000.20836
2008-02,WA,3149219.0,6.66,565.22033,8491.05612
2008-02,VA,3569983.0,7.08,654.00893,9232.20894
2008-02,VT,354559.0,12.07,59.57901,493.4301
2008-02,UT,1045302.0,5.99,132.25729,2208.13608
2008-02,TN,3142791.0,7.23,661.42167,9144.46988
2008-02,FL,9649411.0,10.11,1669.80551,16515.24786
2008-02,WI,2913568.0,8.64,517.08731,5984.20053
2008-02,RI,491993.0,13.71,85.44989,623.31843
2008-02,OR,1866872.0,7.35,312.99685,4258.65509
2008-02,NY,7925543.0,15.22,1802.06843,11838.35318
2008-02,NM,977963.0,7.76,135.46339,1745.26155
2008-02,NJ,3920859.0,12.95,832.84532,6431.30112
2008-02,IN,3103290.0,6.6,621.96653,9427.45927
2008-02,ID,775781.0,5.27,101.6155,1927.24981
2008-02,AK,314857.0,14.06,83.01539,590.27895
2008-02,AL,2484395.0,7.49,547.08186,7302.28586
2008-02,AZ,2839315.0,8.16,442.79148,5426.56381
2008-02,TX,11033211.0,9.77,2587.95153,26480.32829
2008-02,CA,14421483.0,11.55,2306.71231,19970.29197
2008-03,DE,441248.0,11.63,111.44738,958.37515
2008-03,CT,1615349.0,16.56,453.73993,2739.9352
2008-03,CO,2538227.0,7.82,323.69265,4139.47369
2008-03,AR,1508684.0,6.98,253.53199,3634.85143
2008-03,CA,14739587.0,11.46,2283.10986,19927.15291
2008-03,AZ,2841510.0,8.26,431.98052,5230.86588
2008-03,AK,315725.0,14.33,77.77241,542.68639
2008-03,AL,2484825.0,7.22,503.51233,6976.32628
2008-03,TX,11033978.0,10.1,2564.65827,25400.90165
2008-03,TN,3144422.0,7.29,619.6624,8497.11196
2008-03,SD,429963.0,6.84,64.40613,941.87428
2008-03,SC,2404958.0,7.21,444.10456,6160.92259
2008-03,RI,491655.0,15.74,95.22043,605.12878
2008-03,PA,5934240.0,9.06,1171.05441,12923.20916
2008-03,OR,1872197.0,7.32,317.03083,4333.59777
2008-03,OK,1910554.0,6.89,291.2716,4227.38058
2008-03,OH,5536669.0,7.97,1098.98877,13791.27825
2008-03,ND,375719.0,6.46,73.80805,1141.94147
2008-03,NC,4786631.0,7.61,745.10704,9788.44234
2008-03,NY,7927565.0,15.02,1753.01387,11670.29245
2008-03,NM,979523.0,7.48,126.78046,1694.72356
2008-03,NJ,3884744.0,12.84,815.94207,6353.81432
2008-03,NH,697872.0,13.87,127.31586,917.70156
2008-03,NV,1208413.0,9.82,244.29595,2488.44799
2008-03,NE,1011122.0,6.33,147.03182,2321.13445
2008-03,MT,568091.0,7.66,98.32184,1282.92268
2008-03,MO,3052151.0,6.01,411.1254,6844.66694
2008-03,MS,1466070.0,8.07,291.6958,3613.93912
2008-03,MN,2558724.0,7.42,433.24124,5840.98679
2008-03,MI,4826365.0,8.56,748.92306,8750.98935
2008-03,MA,3053087.0,15.64,717.06518,4584.60772
2008-03,MD,2428552.0,12.11,620.24656,5123.61955
2008-03,ME,784993.0,13.96,138.09161,989.42471
2008-03,WY,319170.0,5.51,77.05993,1399.34925
2008-03,WI,2911258.0,8.65,509.52297,5889.39998
2008-03,LA,2197717.0,8.66,488.49643,5640.61773
2008-03,KY,2229890.0,5.87,472.49704,8043.02147
2008-03,KS,1507209.0,7.07,212.8444,3012.50852
2008-03,IA,1545461.0,6.52,249.97835,3831.80443
