date,state,trips_pop_at_home,trips_pop_not_at_home,trips_n_total,trips_n_lt_1,trips_n_1_3,trips_n_3_5,trips_n_5_10,trips_n_10_25,trips_n_25_50,Number of Trips 50-100,trips_n_100_250,trips_n_250_500,trips_n_gt_500
2019-01,MD,90349.16903225807,392448.0309677419,1691401.0322580645,436888.17548387096,407147.36516129033,196849.44258064515,260464.72258064518,264598.0335483871,91732.15225806451,21445.20258064516,7903.494193548387,1921.687741935484,2450.7561290322583
2019-01,ME,33680.23149905123,123880.12144212524,481538.59962049336,99502.21252371916,121747.25996204934,61309.267552182166,73478.77039848197,78580.24288425047,29757.745730550283,11076.19734345351,4592.42504743833,822.0607210626185,672.4174573055028
2019-01,MI,45597.12211981567,191929.3064516129,815348.9278033794,196901.81874039938,200871.55453149002,100579.38018433179,127009.97695852535,126328.41244239631,42367.11597542243,12976.687403993856,5856.979262672811,1275.304915514593,1181.6973886328726
2019-01,MN,23448.84237536657,104206.4189882698,446940.73167155427,104755.12829912023,107024.90249266863,51410.16129032258,66876.70161290323,75878.24853372434,25720.59677419355,8954.154692082111,4415.2023460410555,988.1136363636364,917.5219941348973
2019-01,MO,21595.660734149056,83966.00305895439,357141.5689655172,84196.6212458287,90544.01835372637,42853.62235817575,54502.87263626252,55377.22246941046,19339.025027808675,5920.957174638487,3116.1685205784206,848.1618464961068,442.89933259176865
2019-01,MS,11612.35211815002,60117.20209871745,228168.8293820443,53590.384764865914,57719.53284104158,27316.55188495919,35513.439564710454,32962.40497473766,12740.907112320248,5174.292265837544,2385.1247570928876,623.3781577924601,142.81305868635835
2019-01,MT,8116.486674391657,30087.588644264193,126697.32560834299,33014.64252607184,36982.386442641946,15347.776361529548,15833.34878331402,13932.24739281576,6039.355156431055,3249.869640787949,1618.5330243337196,389.13789107763614,290.02838933951335
2019-01,NC,36346.11881188119,169990.1683168317,680934.3826253593,149773.8728840626,169892.62472053658,87686.14053018205,112179.5579687001,107291.8856595337,35263.00351325455,11295.669115298626,5463.246247205366,1316.3078888534014,772.0740977323538
2019-01,ND,5470.455927051672,23157.250455927053,94424.20729483283,24177.541641337386,26845.675987841947,12484.250455927051,11957.220060790274,9132.138601823708,4675.9775075987845,3102.6516717325226,1464.3227963525835,406.51003039513677,177.91854103343465
2019-01,NE,8174.5142857142855,35046.79529837251,151960.59385171792,36250.24665461121,41342.870162748644,19411.181555153707,23449.048101265824,19174.356238698012,6693.15226039783,3426.429294755877,1604.5403254972875,402.497287522604,206.27197106690778
2019-01,NH,46529.524926686216,200017.92961876834,839383.4310850439,166964.5395894428,205530.41642228738,105203.78885630498,129294.13489736071,144193.58944281525,61598.10557184751,19491.39589442815,5104.24633431085,812.2228739002933,1190.991202346041
2019-01,NJ,165644.61290322582,641786.4325513196,2933810.806451613,807825.9325513196,732585.6774193548,342068.97360703815,420525.08504398825,413487.36070381233,150993.07038123166,46073.310850439884,13443.478005865103,2679.607038123167,4128.310850439882
2019-01,NM,24370.718689788053,100630.64161849712,506461.6204238921,130157.4267822736,138957.98747591523,65417.66281310212,74763.7774566474,56172.46435452794,21448.388246628132,11990.763969171483,5484.652215799615,1419.7418111753373,648.7552986512524
2019-01,NV,69597.69892473119,269584.13440860214,1196986.275985663,347842.4695340502,292053.01792114694,144808.63799283153,197043.7347670251,162481.19713261648,28081.594982078852,11532.548387096775,8001.795698924731,3144.8709677419356,1996.4086021505377
2019-01,NY,153900.94623655913,464131.3870967742,2442266.068612391,711552.3010752688,604403.7777777778,295142.34306195594,369901.1029185868,324503.17050691246,91828.32053251409,28600.37583205325,10518.751664106503,2509.390681003584,3306.5345622119817
2019-01,OH,52036.60239217107,210242.1953606379,878244.6872055093,220646.31098223996,217638.57122145704,105956.55962305183,134898.337803552,136863.26205146793,40380.444363899966,13504.635012685756,6198.425516491482,1378.4320405944184,779.7085900688655
2019-01,OK,19443.660049627793,81684.48097601323,340773.31844499585,83119.53432588917,87605.7270471464,41166.48800661704,50666.5988420182,52088.73035566584,16228.383788254756,6198.073614557486,2880.827129859388,558.7212572373862,260.2340777502068
2019-01,OR,46280.00697471665,180629.12816041848,823548.0,205824.13775065387,231896.27027027027,104199.74019180471,116499.24673060158,110869.63557105493,32831.194420226675,12965.818657367045,5900.819529206626,1205.956408020924,1355.180470793374
2019-01,PA,75852.28462998102,300175.71537001897,1251083.8273244782,320270.20777988614,311810.8823529412,154108.4127134725,193848.0483870968,182281.22865275142,56213.15085388994,20237.740037950665,9745.659392789374,1587.5749525616698,980.9222011385199
2019-01,RI,68433.83870967742,283806.82795698923,1202513.0967741935,298794.72043010755,318844.4946236559,148860.30107526883,181213.39784946237,178315.2365591398,56021.13978494624,14113.989247311827,4037.1075268817203,816.7849462365591,1495.9247311827958
2019-01,SC,36661.785861358956,180727.51201098147,704664.6520247083,158025.1928620453,177603.60192175704,91182.42964996568,115427.68291008922,111027.25875085793,32952.4598490048,10599.49210706932,5922.170212765957,1206.376115305422,717.9876458476322
2019-01,SD,5000.316803081368,21330.936928261915,91549.73230621088,22696.14443909485,25341.83726528647,11245.534906114588,12610.492055849783,10330.129032258064,4922.099181511796,2576.1954742416947,1346.7520462205105,338.24843524313917,142.29947038998554
