date,state,consumption-for-eg,consumption-for-eg-btu,consumption-uto,consumption-uto-btu,generation,total-consumption,total-consumption-btu
2004-03,IA,0.0,37.49263,0.0,3.37284,3505.75862,0.0,40.86547
2004-03,AR,0.0,38.38165,0.0,6.93197,3847.5791,0.0,45.31362
2004-03,NC,0.0,93.79524,0.0,9.14367,9639.52137,0.0,102.93892
2004-04,AL,0.0,89.18764,0.0,14.95957,9053.43392,0.0,104.14721
2004-04,NM,0.0,23.8823,0.0,0.00409,2270.9316,0.0,23.88639
2004-04,PA,0.0,170.79009,0.0,5.09955,16458.74477,0.0,175.88964
2004-04,NH,0.0,20.7161,0.0,0.18571,2066.28235,0.0,20.90181
2004-04,IN,0.0,99.22807,0.0,7.20318,9675.97354,0.0,106.43125
2004-04,GA,0.0,92.94147,0.0,18.48912,9489.68772,0.0,111.4306
2004-04,ND,0.0,23.50411,0.0,0.47674,2130.09544,0.0,23.98085
2004-04,TN,0.0,74.65353,0.0,8.90799,7355.66057,0.0,83.56152
2004-04,KS,0.0,37.52555,0.0,0.06009,3480.69677,0.0,37.58563
2004-04,MO,0.0,65.64658,0.0,0.57324,6467.73094,0.0,66.21982
2004-04,MA,0.0,39.53384,0.0,0.94398,4309.11131,0.0,40.47782
2004-04,CT,0.0,17.60685,0.0,0.60293,1801.73036,0.0,18.20979
2004-04,IA,0.0,34.94548,0.0,3.11797,3145.8405,0.0,38.06344
2004-04,ME,0.0,12.86649,0.0,6.46915,1521.91207,0.0,19.33564
2004-04,DC,0.0,0.00238,0.0,0.0,-0.563,0.0,0.00238
2004-04,NV,0.0,21.08283,0.0,0.24997,2056.43172,0.0,21.33281
2004-04,NC,0.0,91.62409,0.0,8.35037,9239.96732,0.0,99.97446
2004-04,HI,0.0,8.93666,0.0,1.301,906.67172,0.0,10.23766
2004-04,WV,0.0,58.7542,0.0,2.31512,5979.32167,0.0,61.06932
2004-04,CA,0.0,151.88022,0.0,19.19731,15347.64255,0.0,171.07753
2004-04,OK,0.0,41.25288,0.0,3.23132,4240.40675,0.0,44.4842
2004-04,AR,0.0,33.0308,0.0,6.40002,3366.89517,0.0,39.43083
2004-04,ID,0.0,7.44991,0.0,2.0615,742.52825,0.0,9.51141
2004-04,LA,0.0,69.33071,0.0,24.29163,7353.40808,0.0,93.62233
2004-04,RI,0.0,2.52708,0.0,0.11953,317.6147,0.0,2.64661
2004-04,FL,0.0,147.42853,0.0,10.66762,15769.67145,0.0,158.09614
2004-04,MN,0.0,41.13788,0.0,3.08839,3877.69871,0.0,44.22628
2004-04,NJ,0.0,34.13098,0.0,3.75223,3467.7015,0.0,37.88321
2004-04,MT,0.0,18.65917,0.0,1.24939,1749.50023,0.0,19.90856
2004-04,SC,0.0,69.93156,0.0,4.57346,6820.5632,0.0,74.50502
2004-04,DE,0.0,6.66007,0.0,0.97203,675.96896,0.0,7.6321
2004-04,MS,0.0,32.36176,0.0,4.6083,3269.58163,0.0,36.97006
2004-04,VT,0.0,2.318,0.0,0.00828,218.06714,0.0,2.32628
2004-04,UT,0.0,29.28073,0.0,0.13352,2882.61334,0.0,29.41425
2004-04,CO,0.0,34.42519,0.0,1.08342,3484.48897,0.0,35.50861
2004-04,WY,0.0,35.84567,0.0,1.4467,3375.35763,0.0,37.29238
2004-04,VA,0.0,59.34848,0.0,10.01969,5842.87775,0.0,69.36817
2004-04,WI,0.0,46.88192,0.0,5.30243,4398.3413,0.0,52.18436
2004-04,IL,0.0,149.22774,0.0,5.01292,14179.22605,0.0,154.24066
2004-04,SD,0.0,6.84003,0.0,0.0,655.53721,0.0,6.84003
2004-04,MD,0.0,37.98123,0.0,2.39662,3670.42319,0.0,40.37786
2004-04,KY,0.0,70.28907,0.0,1.35794,6784.69615,0.0,71.647
2004-04,TX,0.0,255.19931,0.0,40.85066,27791.93135,0.0,296.04997
2004-04,WA,0.0,77.73225,0.0,3.94809,7790.52952,0.0,81.68034
2004-04,MI,0.0,92.06132,0.0,6.66372,9117.80318,0.0,98.72504
2004-04,OR,0.0,37.9182,0.0,1.75552,4042.13179,0.0,39.67372
2004-04,NY,0.0,102.18249,0.0,5.81451,10093.57943,0.0,107.99699
2004-04,OH,0.0,111.35353,0.0,3.3722,11028.45719,0.0,114.72573
2004-04,NE,0.0,25.62064,0.0,0.09902,2435.20402,0.0,25.71967
2004-04,AZ,0.0,77.61664,0.0,0.5465,7874.96021,0.0,78.16314
2004-04,AK,0.0,5.09704,0.0,1.29869,484.84629,0.0,6.39573
2004-05,AL,0.0,114.6694,0.0,14.89334,11607.25115,0.0,129.56274
2004-05,LA,0.0,83.03617,0.0,24.37084,8600.36833,0.0,107.40701
2004-05,IN,0.0,103.19723,0.0,7.27364,9937.84515,0.0,110.47087
2004-05,MS,0.0,42.23773,0.0,3.76816,4075.34198,0.0,46.0059
2004-05,CT,0.0,25.05292,0.0,0.45641,2578.41083,0.0,25.50933
2004-05,WI,0.0,47.93055,0.0,5.22433,4406.64933,0.0,53.15488
2004-05,NH,0.0,18.75996,0.0,0.19848,1750.61506,0.0,18.95844
2004-05,DC,0.0,0.0681,0.0,0.0,2.674,0.0,0.0681
2004-05,UT,0.0,34.59847,0.0,0.13265,3406.13836,0.0,34.73113
2004-05,DE,0.0,5.8297,0.0,1.29837,627.07428,0.0,7.12807
2004-05,NV,0.0,28.50765,0.0,0.30987,2827.95208,0.0,28.81752
2004-05,FL,0.0,182.88292,0.0,10.91104,18970.47054,0.0,193.79396
2004-05,NC,0.0,109.15832,0.0,7.46791,11030.28565,0.0,116.62623
2004-05,VA,0.0,65.20993,0.0,10.52863,6494.99424,0.0,75.73856
2004-05,VT,0.0,5.61557,0.0,0.02719,513.9658,0.0,5.64277
2004-05,ND,0.0,25.62315,0.0,0.83101,2299.33933,0.0,26.45416
2004-05,OR,0.0,37.42649,0.0,1.85678,3945.82149,0.0,39.28327
2004-05,NM,0.0,30.71193,0.0,0.01947,2906.16594,0.0,30.73141
2004-05,TN,0.0,79.55909,0.0,9.39146,7819.89202,0.0,88.95055
2004-05,SD,0.0,8.57854,0.0,0.0,827.20462,0.0,8.57854
2004-05,TX,0.0,315.86998,0.0,42.29177,33666.06637,0.0,358.16176
2004-05,MA,0.0,32.64341,0.0,0.72961,3453.28342,0.0,33.37302
2004-05,MN,0.0,42.80937,0.0,2.89969,4052.87631,0.0,45.70906
2004-05,NY,0.0,117.08993,0.0,5.71588,11598.29249,0.0,122.80581
2004-05,OK,0.0,49.93971,0.0,3.33702,5005.20899,0.0,53.27673
2004-05,WY,0.0,31.15203,0.0,1.32973,2916.73485,0.0,32.48177
2004-05,AR,0.0,39.10647,0.0,5.76212,4021.32083,0.0,44.86859
2004-05,MO,0.0,67.15215,0.0,0.68618,6515.49879,0.0,67.83833
2004-05,IL,0.0,164.26947,0.0,6.46332,15881.00119,0.0,170.73279
2004-05,ID,0.0,11.85733,0.0,2.05788,1221.24882,0.0,13.91521
2004-05,OH,0.0,125.59579,0.0,4.56873,12518.09973,0.0,130.16453
2004-05,GA,0.0,112.59471,0.0,15.11342,11447.23983,0.0,127.70813
2004-05,WV,0.0,65.17459,0.0,2.18258,6546.25962,0.0,67.35716
2004-05,KY,0.0,82.17084,0.0,1.19103,7877.7199,0.0,83.36188
2004-05,RI,0.0,3.99919,0.0,0.11953,513.40712,0.0,4.11873
2004-05,MD,0.0,43.51073,0.0,2.46875,4246.12732,0.0,45.97948
2004-05,SC,0.0,78.86713,0.0,4.17032,7635.48191,0.0,83.03745
2004-05,NJ,0.0,41.67129,0.0,4.74625,4271.83724,0.0,46.41755
2004-05,PA,0.0,184.58744,0.0,7.117,17994.01275,0.0,191.70443
2004-05,WA,0.0,87.24486,0.0,3.57223,8778.38871,0.0,90.81709
2004-05,CO,0.0,38.57275,0.0,0.97402,3805.77847,0.0,39.54678
2004-05,HI,0.0,9.68159,0.0,1.25252,938.89725,0.0,10.93412
2004-05,MI,0.0,99.6873,0.0,6.53241,9808.19772,0.0,106.21971
2004-05,CA,0.0,158.32455,0.0,19.97484,15718.95182,0.0,178.2994
2004-05,ME,0.0,13.26474,0.0,6.61432,1509.91507,0.0,19.87905
2004-05,AZ,0.0,89.15429,0.0,0.57859,8950.59014,0.0,89.73289
2004-05,IA,0.0,32.98452,0.0,3.00147,3016.43407,0.0,35.98598
2004-05,NE,0.0,23.99295,0.0,0.08064,2273.84185,0.0,24.07359
2004-05,KS,0.0,43.74737,0.0,0.03672,4046.58686,0.0,43.78409
2004-05,MT,0.0,21.39687,0.0,1.27724,2028.61614,0.0,22.67411
2004-05,AK,0.0,5.39149,0.0,1.48675,493.88789,0.0,6.87823
2004-06,AK,0.0,5.72656,0.0,1.73167,500.42705,0.0,7.45823
2004-06,DC,0.0,0.11284,0.0,0.0,6.154,0.0,0.11284
2004-06,KS,0.0,43.39433,0.0,0.08674,3965.41886,0.0,43.48106
2004-06,WV,0.0,75.7833,0.0,2.17308,7595.22395,0.0,77.95638
2004-06,CO,0.0,38.29645,0.0,0.85004,3819.41058,0.0,39.14649
2004-06,TN,0.0,84.60331,0.0,8.1957,8346.11158,0.0,92.79902
2004-06,WI,0.0,51.16103,0.0,4.79001,4806.2878,0.0,55.95105
2004-06,IL,0.0,169.96157,0.0,6.41239,16386.7291,0.0,176.37395
2004-06,ME,0.0,11.993,0.0,6.46074,1395.13713,0.0,18.45374
2004-06,MI,0.0,100.89102,0.0,6.79227,9951.79552,0.0,107.68329
2004-06,NY,0.0,123.1732,0.0,5.7891,12047.35267,0.0,128.96229
2004-06,CA,0.0,166.11685,0.0,19.28731,16367.12348,0.0,185.40416
2004-06,MS,0.0,41.76369,0.0,4.13793,4133.02521,0.0,45.90161
2004-06,IN,0.0,112.74122,0.0,7.35873,10948.98359,0.0,120.09995
2004-06,KY,0.0,83.59694,0.0,1.39919,8008.4199,0.0,84.99613
2004-06,MO,0.0,72.02091,0.0,0.80398,7047.96951,0.0,72.82489
2004-06,NH,0.0,20.2242,0.0,0.15763,1990.03812,0.0,20.38184
2004-06,AZ,0.0,89.88021,0.0,0.47501,9196.03036,0.0,90.35522
2004-06,NE,0.0,25.8261,0.0,0.09131,2450.65075,0.0,25.91741
2004-06,NM,0.0,31.72848,0.0,0.03613,3013.33329,0.0,31.76461
2004-06,ND,0.0,28.37717,0.0,0.85443,2551.00705,0.0,29.2316
2004-06,OK,0.0,51.90636,0.0,3.32598,5368.71699,0.0,55.23235
2004-06,NV,0.0,34.08451,0.0,0.47007,3474.02874,0.0,34.55458
2004-06,NJ,0.0,51.78999,0.0,4.89754,5227.45743,0.0,56.68753
2004-06,OH,0.0,131.49602,0.0,4.16039,12977.35881,0.0,135.65641
2004-06,MN,0.0,45.39732,0.0,3.39243,4262.55014,0.0,48.78975
2004-06,TX,0.0,333.35998,0.0,41.42391,35388.92106,0.0,374.7839
2004-06,OR,0.0,36.68978,0.0,1.75641,3831.6315,0.0,38.44619
2004-06,VT,0.0,3.57672,0.0,0.01023,332.2922,0.0,3.58695
2004-06,FL,0.0,204.55643,0.0,11.2716,21522.47767,0.0,215.82803
2004-06,RI,0.0,4.09556,0.0,0.11953,520.59238,0.0,4.2151
2004-06,GA,0.0,116.13775,0.0,15.90903,11772.69152,0.0,132.04678
2004-06,CT,0.0,28.37766,0.0,0.72418,2888.99814,0.0,29.10184
2004-06,IA,0.0,38.51695,0.0,3.32139,3510.59759,0.0,41.83834
2004-06,MA,0.0,35.38603,0.0,0.82351,3772.71665,0.0,36.20954
2004-06,DE,0.0,5.44717,0.0,1.37462,613.90397,0.0,6.82179
2004-06,SD,0.0,7.04897,0.0,0.0,674.39485,0.0,7.04897
2004-06,AR,0.0,46.87361,0.0,6.14691,4863.28395,0.0,53.02052
2004-06,LA,0.0,82.38418,0.0,25.16974,8431.1932,0.0,107.55392
2004-06,WA,0.0,96.1994,0.0,3.53503,9567.00043,0.0,99.73443
2004-06,HI,0.0,9.39421,0.0,1.256,951.76642,0.0,10.65022
2004-06,NC,0.0,105.82356,0.0,8.04618,10619.78206,0.0,113.86974
2004-06,MT,0.0,24.42616,0.0,1.22791,2310.5881,0.0,25.65407
2004-06,MD,0.0,45.91871,0.0,2.47386,4444.01227,0.0,48.39257
2004-06,VA,0.0,68.33185,0.0,10.69964,6742.73572,0.0,79.0315
2004-06,WY,0.0,39.29029,0.0,1.34506,3640.95877,0.0,40.63535
2004-06,ID,0.0,11.95744,0.0,1.86656,1205.83179,0.0,13.824
2004-06,PA,0.0,178.78053,0.0,4.96919,17409.45516,0.0,183.74972
2004-06,SC,0.0,87.23112,0.0,4.51194,8553.70047,0.0,91.74306
2004-06,UT,0.0,34.28988,0.0,0.13209,3360.64546,0.0,34.42197
2004-06,AL,0.0,120.69125,0.0,15.1979,12318.16591,0.0,135.88915
2004-07,IN,0.0,116.18929,0.0,7.70268,11199.25083,0.0,123.89197
2004-07,MT,0.0,26.20838,0.0,1.26098,2455.34667,0.0,27.46936
2004-07,WA,0.0,85.71345,0.0,4.09545,8734.34632,0.0,89.80891
2004-07,NC,0.0,117.73061,0.0,8.14579,11837.81294,0.0,125.8764
2004-07,TN,0.0,89.7718,0.0,8.72758,8866.4177,0.0,98.49938
2004-07,AL,0.0,132.95605,0.0,15.89498,13731.13143,0.0,148.85103
2004-07,CT,0.0,30.19195,0.0,0.7215,3064.15366,0.0,30.91345
2004-07,CA,0.0,201.27254,0.0,21.59788,20382.98814,0.0,222.87042
2004-07,TX,0.0,364.80992,0.0,45.11633,39027.77825,0.0,409.92625
2004-07,WV,0.0,85.2113,0.0,2.30338,8493.17943,0.0,87.51467
2004-07,MI,0.0,106.52541,0.0,6.9358,10468.91809,0.0,113.46122
2004-07,NM,0.0,32.70774,0.0,0.05628,3032.06532,0.0,32.76401
2004-07,NE,0.0,30.08682,0.0,0.11559,2865.4084,0.0,30.2024
2004-07,NJ,0.0,57.27302,0.0,5.55925,5807.46963,0.0,62.83226
2004-07,GA,0.0,125.26091,0.0,17.02509,12711.74712,0.0,142.286
2004-07,ME,0.0,12.49143,0.0,6.79059,1462.66105,0.0,19.28202
2004-07,IL,0.0,182.16977,0.0,7.24943,17500.40143,0.0,189.41921
2004-07,IA,0.0,41.89698,0.0,3.32382,3834.1015,0.0,45.2208
2004-07,VA,0.0,78.42216,0.0,11.47162,7839.79873,0.0,89.89379
2004-07,OH,0.0,136.66632,0.0,3.99389,13467.46186,0.0,140.66021
2004-07,ND,0.0,29.82895,0.0,0.79828,2697.44033,0.0,30.62723
2004-07,OK,0.0,66.57371,0.0,3.62719,6749.6751,0.0,70.2009
2004-07,MS,0.0,46.19291,0.0,5.07983,4757.80023,0.0,51.27274
2004-07,RI,0.0,3.42002,0.0,0.11953,433.64291,0.0,3.53955
2004-07,VT,0.0,4.38657,0.0,0.019,401.72016,0.0,4.40557
2004-07,WY,0.0,40.88594,0.0,1.39383,3764.61508,0.0,42.27977
2004-07,KY,0.0,88.85813,0.0,1.38189,8541.38572,0.0,90.24002
2004-07,SC,0.0,96.21755,0.0,4.66419,9413.46065,0.0,100.88173
2004-07,PA,0.0,200.39154,0.0,6.33193,19787.00036,0.0,206.72347
2004-07,NH,0.0,20.78294,0.0,0.18078,1998.90291,0.0,20.96372
2004-07,OR,0.0,33.8867,0.0,1.95472,3726.99954,0.0,35.84143
2004-07,MO,0.0,88.98909,0.0,0.99735,8480.41948,0.0,89.98645
2004-07,NV,0.0,35.14154,0.0,0.58008,3717.40291,0.0,35.72162
2004-07,MN,0.0,49.30947,0.0,3.22744,4660.58611,0.0,52.5369
2004-07,MD,0.0,47.11133,0.0,2.43025,4609.22718,0.0,49.54158
2004-07,MA,0.0,41.09068,0.0,1.21241,4390.42594,0.0,42.30309
2004-07,WI,0.0,62.18379,0.0,5.86301,5567.0369,0.0,68.0468
2004-07,AK,0.0,6.24057,0.0,1.74691,556.77577,0.0,7.98749
2004-07,FL,0.0,210.11214,0.0,11.58602,22007.27438,0.0,221.69816
2004-07,DE,0.0,7.29704,0.0,1.6027,754.4183,0.0,8.89974
2004-07,DC,0.0,0.06611,0.0,0.0,1.68,0.0,0.06611
2004-07,NY,0.0,132.62854,0.0,5.96431,12891.09253,0.0,138.59285
2004-07,ID,0.0,13.01168,0.0,1.9558,1336.3363,0.0,14.96747
2004-07,LA,0.0,89.23949,0.0,25.36881,9205.87019,0.0,114.6083
2004-07,CO,0.0,44.3859,0.0,1.53382,4559.72169,0.0,45.91972
2004-07,SD,0.0,7.9217,0.0,0.0,751.61089,0.0,7.9217
2004-07,HI,0.0,9.91251,0.0,1.34971,1006.47303,0.0,11.26222
2004-07,AZ,0.0,105.49826,0.0,0.62632,10722.92218,0.0,106.12459
2004-07,KS,0.0,46.71625,0.0,0.0548,4275.28839,0.0,46.77105
2004-07,AR,0.0,52.25997,0.0,6.09961,5323.91642,0.0,58.35958
2004-07,UT,0.0,35.48436,0.0,0.1333,3458.13711,0.0,35.61765
2004-08,DC,0.0,0.08979,0.0,0.0,4.605,0.0,0.08979
2004-08,AZ,0.0,102.92315,0.0,0.56763,10539.04202,0.0,103.49078
2004-08,ND,0.0,29.03366,0.0,0.35488,2613.67768,0.0,29.38854
2004-08,MN,0.0,47.83674,0.0,3.31447,4513.67983,0.0,51.15121
2004-08,AL,0.0,126.00155,0.0,14.95495,13007.0188,0.0,140.9565
2004-08,TX,0.0,359.47266,0.0,43.88856,38636.04256,0.0,403.36122
2004-08,IN,0.0,113.78802,0.0,8.01735,11003.82814,0.0,121.80537
2004-08,NC,0.0,112.00284,0.0,7.68061,11219.19692,0.0,119.68345
2004-08,ID,0.0,11.86862,0.0,1.95079,1226.15303,0.0,13.81941
2004-08,LA,0.0,90.68734,0.0,25.67347,9288.79939,0.0,116.3608
2004-08,OH,0.0,128.36417,0.0,4.10168,12785.5376,0.0,132.46584
2004-08,NH,0.0,21.22747,0.0,0.17102,2045.77436,0.0,21.3985
2004-08,DE,0.0,5.69705,0.0,2.43411,594.0834,0.0,8.13116
2004-08,AR,0.0,47.93507,0.0,5.9729,4946.99535,0.0,53.90797
2004-08,CT,0.0,31.3355,0.0,0.82853,3223.51383,0.0,32.16403
2004-08,MS,0.0,43.27757,0.0,4.26379,4331.15125,0.0,47.54136
2004-08,NM,0.0,32.81996,0.0,0.02645,3089.47081,0.0,32.84641
2004-08,WA,0.0,79.93147,0.0,3.83729,8258.88925,0.0,83.76876
2004-08,NJ,0.0,59.9852,0.0,4.51953,5949.84145,0.0,64.50474
2004-08,KS,0.0,45.09519,0.0,0.12865,4116.11269,0.0,45.22384
2004-08,MI,0.0,104.03959,0.0,6.89147,10217.18169,0.0,110.93105
2004-08,WV,0.0,81.12995,0.0,2.26886,8122.32455,0.0,83.3988
2004-08,OK,0.0,62.25147,0.0,3.46758,6265.59533,0.0,65.71905
2004-08,MT,0.0,25.39823,0.0,1.27129,2403.55363,0.0,26.66952
2004-08,SD,0.0,7.72679,0.0,0.0,732.18827,0.0,7.72679
2004-08,RI,0.0,4.12101,0.0,0.11953,539.4016,0.0,4.24054
2004-08,CA,0.0,192.55503,0.0,21.57284,19763.23865,0.0,214.12787
2004-08,TN,0.0,85.59735,0.0,8.79027,8614.29847,0.0,94.38762
2004-08,IA,0.0,41.91054,0.0,3.33014,3812.36923,0.0,45.24068
2004-08,OR,0.0,34.11938,0.0,1.93616,3789.86996,0.0,36.05554
2004-08,NE,0.0,31.14693,0.0,0.12224,2965.63343,0.0,31.26917
2004-08,MO,0.0,83.04758,0.0,0.90495,8138.30994,0.0,83.95253
2004-08,CO,0.0,43.26747,0.0,1.24341,4396.16737,0.0,44.51088
2004-08,AK,0.0,6.15319,0.0,1.5026,549.45831,0.0,7.6558
2004-08,FL,0.0,207.1715,0.0,11.0156,21483.93633,0.0,218.1871
2004-08,KY,0.0,85.94421,0.0,1.37442,8249.29164,0.0,87.31862
2004-08,ME,0.0,14.50155,0.0,7.03817,1692.03023,0.0,21.53972
2004-08,WY,0.0,45.19788,0.0,1.34653,4018.39255,0.0,46.54441
2004-08,GA,0.0,117.9194,0.0,15.58796,11935.49028,0.0,133.50736
2004-08,NV,0.0,37.33686,0.0,0.57496,3978.80035,0.0,37.91182
2004-08,UT,0.0,33.03798,0.0,0.13462,3262.69684,0.0,33.17261
2004-08,VA,0.0,74.9755,0.0,11.44643,7501.90802,0.0,86.42193
2004-08,IL,0.0,176.03504,0.0,6.87339,16987.29501,0.0,182.90843
2004-08,WI,0.0,59.67191,0.0,5.61562,5541.31467,0.0,65.28753
2004-08,HI,0.0,10.21567,0.0,1.17029,1032.49253,0.0,11.38596
2004-08,MD,0.0,50.11121,0.0,2.38016,4811.15846,0.0,52.49137
2004-08,VT,0.0,5.56397,0.0,0.02279,511.81395,0.0,5.58676
2004-08,SC,0.0,95.43811,0.0,4.8218,9357.64828,0.0,100.25991
2004-08,PA,0.0,200.20715,0.0,6.83569,19603.39171,0.0,207.04284
2004-08,MA,0.0,39.70462,0.0,0.82547,4216.62164,0.0,40.53009
2004-08,NY,0.0,130.08805,0.0,6.08481,12551.75079,0.0,136.17285
2004-09,ID,0.0,8.52732,0.0,1.89527,893.52332,0.0,10.42259
2004-09,VA,0.0,62.98208,0.0,10.62545,6222.99735,0.0,73.60753
2004-09,AK,0.0,5.91641,0.0,1.43393,524.07059,0.0,7.35035
2004-09,WY,0.0,43.07577,0.0,1.35954,4001.28213,0.0,44.43531
2004-09,NC,0.0,99.01596,0.0,6.05068,9891.95049,0.0,105.06663
2004-09,TX,0.0,328.95786,0.0,41.36592,35314.81494,0.0,370.32378
2004-09,TN,0.0,81.15786,0.0,8.51384,7992.02614,0.0,89.6717
2004-09,MA,0.0,34.30983,0.0,0.6792,3658.63534,0.0,34.98903
2004-09,FL,0.0,181.84534,0.0,9.86664,19195.61251,0.0,191.71198
2004-09,WA,0.0,76.67393,0.0,3.81089,7803.33086,0.0,80.48482
2004-09,MI,0.0,100.3136,0.0,6.60146,9867.1706,0.0,106.91506
2004-09,NE,0.0,29.621,0.0,0.1158,2815.34336,0.0,29.7368
2004-09,NY,0.0,116.85229,0.0,5.93039,11483.11433,0.0,122.78268
2004-09,NJ,0.0,48.30133,0.0,3.90098,4925.61358,0.0,52.20231
2004-09,HI,0.0,9.85125,0.0,1.15608,1000.78888,0.0,11.00733
2004-09,NM,0.0,29.93172,0.0,0.01194,2819.38153,0.0,29.94365
2004-09,ND,0.0,24.56019,0.0,0.35203,2259.82636,0.0,24.91222
2004-09,SD,0.0,6.37263,0.0,0.0,598.72872,0.0,6.37263
2004-09,OK,0.0,57.17047,0.0,3.3656,5763.32005,0.0,60.53607
2004-09,RI,0.0,2.75452,0.0,0.11953,362.57751,0.0,2.87405
2004-09,KS,0.0,42.60135,0.0,0.18097,3917.13605,0.0,42.78232
2004-09,AR,0.0,42.50522,0.0,5.53647,4334.32109,0.0,48.04169
2004-09,OR,0.0,37.7464,0.0,1.64218,4151.77406,0.0,39.38858
2004-09,VT,0.0,5.215,0.0,0.01722,484.37194,0.0,5.23222
2004-09,WI,0.0,53.49231,0.0,5.21108,5010.2425,0.0,58.70339
2004-09,WV,0.0,71.25151,0.0,2.37699,7142.14869,0.0,73.6285
2004-09,MS,0.0,39.02309,0.0,4.43466,3811.3565,0.0,43.45775
2004-09,PA,0.0,174.67291,0.0,5.08897,17124.06277,0.0,179.76189
2004-09,KY,0.0,78.85786,0.0,1.16243,7563.43801,0.0,80.02029
2004-09,SC,0.0,81.9139,0.0,4.58601,7957.83814,0.0,86.49991
2004-09,ME,0.0,12.77768,0.0,6.43974,1464.79371,0.0,19.21743
2004-09,IA,0.0,40.6831,0.0,3.17662,3743.8065,0.0,43.85972
2004-09,MT,0.0,23.64858,0.0,1.25414,2214.85794,0.0,24.90272
2004-09,OH,0.0,123.65326,0.0,3.5624,12134.2076,0.0,127.21566
2004-09,UT,0.0,33.77184,0.0,0.13149,3263.06046,0.0,33.90333
2004-09,IN,0.0,112.8127,0.0,7.30989,10783.85586,0.0,120.12259
2004-09,GA,0.0,103.73759,0.0,16.25989,10389.24316,0.0,119.99748
2004-09,CA,0.0,174.1462,0.0,21.94926,17634.58585,0.0,196.09546
2004-09,DC,0.0,0.02669,0.0,0.0,1.001,0.0,0.02669
2004-09,MO,0.0,79.04899,0.0,0.75406,7607.68494,0.0,79.80305
2004-09,MN,0.0,46.01517,0.0,3.34426,4330.07585,0.0,49.35943
2004-09,LA,0.0,85.01058,0.0,24.57976,8655.10265,0.0,109.59034
2004-09,CO,0.0,38.45339,0.0,1.01978,3894.14919,0.0,39.47317
2004-09,IL,0.0,168.53127,0.0,5.79175,16164.94275,0.0,174.32302
2004-09,AL,0.0,114.65983,0.0,13.84848,11649.26645,0.0,128.50831
2004-09,CT,0.0,27.59774,0.0,0.55353,2830.19605,0.0,28.15127
2004-09,MD,0.0,44.27692,0.0,2.12698,4306.82582,0.0,46.4039
2004-09,AZ,0.0,92.4408,0.0,0.49627,9405.41923,0.0,92.93707
2004-09,DE,0.0,6.20504,0.0,1.27463,636.75696,0.0,7.47967
2004-09,NH,0.0,21.06052,0.0,0.16322,2079.4323,0.0,21.22374
2004-09,NV,0.0,34.36526,0.0,0.48849,3542.13529,0.0,34.85374
2004-10,VT,0.0,4.94444,0.0,0.02302,449.53819,0.0,4.96746
2004-10,IL,0.0,158.87325,0.0,4.74289,15268.87001,0.0,163.61613
2004-10,ND,0.0,25.03889,0.0,0.64102,2293.33481,0.0,25.67991
2004-10,MI,0.0,90.21221,0.0,6.45271,8973.70781,0.0,96.66492
2004-10,NM,0.0,29.02641,0.0,0.00249,2735.67046,0.0,29.0289
2004-10,SC,0.0,72.01524,0.0,4.7065,7016.12191,0.0,76.72174
2004-10,TN,0.0,81.47098,0.0,8.55625,8098.95896,0.0,90.02722
2004-10,HI,0.0,9.72281,0.0,1.23117,995.46866,0.0,10.95397
2004-10,AZ,0.0,76.35977,0.0,0.46892,7698.02023,0.0,76.8287
2004-10,OH,0.0,124.51343,0.0,2.8791,12348.03461,0.0,127.39253
2004-10,AL,0.0,109.27988,0.0,15.57156,11093.33507,0.0,124.85144
2004-10,IN,0.0,107.53323,0.0,7.14825,10516.21345,0.0,114.68149
2004-10,NY,0.0,102.40501,0.0,5.41533,9911.31058,0.0,107.82034
2004-10,OR,0.0,38.52106,0.0,1.83136,4244.45268,0.0,40.35242
2004-10,NJ,0.0,43.61256,0.0,2.16833,4360.75145,0.0,45.78088
2004-10,VA,0.0,57.38741,0.0,10.13999,5660.03806,0.0,67.52741
2004-10,RI,0.0,2.51752,0.0,0.11953,317.67083,0.0,2.63705
2004-10,GA,0.0,97.43509,0.0,16.4481,9778.93407,0.0,113.88319
2004-10,AK,0.0,5.45362,0.0,1.33584,521.29793,0.0,6.78946
2004-10,CT,0.0,25.50513,0.0,0.39421,2560.57971,0.0,25.89935
2004-10,LA,0.0,75.06371,0.0,25.16031,7649.2142,0.0,100.22402
2004-10,WA,0.0,79.61668,0.0,4.31599,8066.95647,0.0,83.93268
2004-10,WI,0.0,51.73479,0.0,5.04473,4885.50974,0.0,56.77951
2004-10,UT,0.0,34.8249,0.0,0.13391,3378.05685,0.0,34.95881
2004-10,WV,0.0,64.764,0.0,2.31998,6519.97087,0.0,67.08398
2004-10,OK,0.0,45.55066,0.0,3.30586,4621.00271,0.0,48.85651
2004-10,MN,0.0,46.0795,0.0,3.2261,4311.92617,0.0,49.3056
2004-10,CA,0.0,149.98922,0.0,19.54769,15236.01696,0.0,169.5369
2004-10,ME,0.0,12.5469,0.0,6.22088,1483.36831,0.0,18.76778
2004-10,MD,0.0,38.32916,0.0,2.24838,3738.77536,0.0,40.57754
2004-10,NC,0.0,92.67034,0.0,7.95631,9423.20546,0.0,100.62666
2004-10,AR,0.0,39.19538,0.0,6.58381,3998.82669,0.0,45.77918
