date,state,consumption-for-eg,consumption-for-eg-btu,consumption-uto,consumption-uto-btu,generation,total-consumption,total-consumption-btu
2014-07,CO,0.0,50.57577,0.0,0.5949,5141.57454,0.0,51.17067
2014-07,IN,0.0,102.86117,0.0,6.64,9840.9765,0.0,109.50117
2014-07,IA,0.0,49.66138,0.0,3.6621,4853.46911,0.0,53.32347
2014-07,NH,0.0,18.01151,0.0,0.03686,1818.33189,0.0,18.04837
2014-07,MD,0.0,35.35347,0.0,1.13043,3269.49041,0.0,36.4839
2014-07,AK,0.0,5.0274,0.0,0.38768,470.27258,0.0,5.41508
2014-07,FL,0.0,195.27753,0.0,10.84171,22348.21603,0.0,206.11925
2014-07,TX,0.0,399.03238,0.0,38.08919,43528.54068,0.0,437.12157
2014-07,MS,0.0,46.10511,0.0,3.57072,5272.02676,0.0,49.67583
2014-07,AL,0.0,129.55706,0.0,12.09498,13630.34672,0.0,141.65204
2014-07,IL,0.0,183.24161,0.0,5.55861,17416.00273,0.0,188.80022
2014-07,RI,0.0,6.32195,0.0,0.08534,793.08229,0.0,6.40728
2014-07,SC,0.0,90.74054,0.0,5.67903,9030.67747,0.0,96.41957
2014-07,SD,0.0,9.44271,0.0,0.0,966.49382,0.0,9.44271
2014-07,TN,0.0,71.93495,0.0,7.82913,7165.33834,0.0,79.76407
2014-07,OR,0.0,45.96786,0.0,1.80738,5020.38975,0.0,47.77523
2014-07,PA,0.0,193.6725,0.0,5.63552,19756.53538,0.0,199.30802
2014-07,OK,0.0,61.08389,0.0,2.21646,6415.85979,0.0,63.30036
2014-07,OH,0.0,123.7834,0.0,3.12319,12591.65675,0.0,126.90659
2014-07,NV,0.0,34.00403,0.0,0.12118,3948.36213,0.0,34.12521
2014-07,NJ,0.0,61.38864,0.0,2.55566,6481.56932,0.0,63.9443
2014-08,IL,0.0,185.93301,0.0,5.73531,17751.72654,0.0,191.66833
2014-08,WA,0.0,91.21912,0.0,5.44046,9769.57083,0.0,96.65957
2014-08,RI,0.0,6.04739,0.0,0.0727,763.91316,0.0,6.12009
2014-08,PA,0.0,187.25037,0.0,5.47578,19204.70198,0.0,192.72615
2014-08,VA,0.0,70.10402,0.0,7.62213,7012.99332,0.0,77.72615
2014-08,SD,0.0,9.20647,0.0,0.0,944.67289,0.0,9.20647
2014-08,TN,0.0,76.21209,0.0,7.58111,7646.21362,0.0,83.7932
2014-08,TX,0.0,412.5995,0.0,39.2689,45326.01908,0.0,451.8684
2014-08,VT,0.0,5.95599,0.0,0.0,562.45233,0.0,5.95599
2014-08,UT,0.0,40.88684,0.0,0.64677,4252.33638,0.0,41.53361
2014-08,WY,0.0,46.20228,0.0,2.55623,4433.25131,0.0,48.75851
2014-08,WV,0.0,66.38469,0.0,0.90953,6553.83979,0.0,67.29422
2014-08,SC,0.0,85.34274,0.0,5.76975,8456.9668,0.0,91.11248
2014-08,WI,0.0,59.26426,0.0,4.31596,5982.17391,0.0,63.58022
2014-08,NE,0.0,38.31759,0.0,0.52999,3703.77521,0.0,38.84758
2014-08,NH,0.0,16.1468,0.0,0.02873,1633.54548,0.0,16.17553
2014-08,NC,0.0,109.60383,0.0,6.34943,11681.43725,0.0,115.95325
2014-08,ND,0.0,32.72902,0.0,0.80384,3031.90055,0.0,33.53286
2014-08,CT,0.0,30.57337,0.0,0.37717,3260.67175,0.0,30.95054
2014-08,CA,0.0,167.47594,0.0,15.80334,19609.77441,0.0,183.27928
2014-08,AL,0.0,129.59666,0.0,12.15098,13732.21589,0.0,141.74764
2014-08,CO,0.0,46.9967,0.0,0.52506,4738.52145,0.0,47.52176
2014-08,AK,0.0,4.93146,0.0,0.41138,470.76558,0.0,5.34284
2014-08,AZ,0.0,112.36337,0.0,0.02967,11925.66533,0.0,112.39304
2014-08,AR,0.0,56.74735,0.0,5.76061,5898.78828,0.0,62.50796
2014-08,DC,0.0,0.08407,0.0,0.01364,7.24404,0.0,0.09771
2014-08,FL,0.0,202.94386,0.0,10.96162,23283.44724,0.0,213.90548
2014-08,GA,0.0,115.85713,0.0,12.88696,12283.70117,0.0,128.7441
2014-08,DE,0.0,7.11782,0.0,0.64527,781.39869,0.0,7.7631
2014-08,OK,0.0,68.91668,0.0,2.32214,7296.31832,0.0,71.23882
2014-08,OR,0.0,40.51454,0.0,1.84216,4557.72549,0.0,42.3567
2014-08,NV,0.0,31.14499,0.0,0.12291,3683.91232,0.0,31.2679
2014-08,OH,0.0,120.84028,0.0,3.09395,12290.06875,0.0,123.93423
2014-08,NY,0.0,115.14065,0.0,3.90966,12018.67583,0.0,119.05031
2014-08,NM,0.0,28.18409,0.0,0.32486,2887.22414,0.0,28.50895
2014-08,NJ,0.0,62.65151,0.0,2.54399,6567.61812,0.0,65.19551
2014-08,IN,0.0,109.66699,0.0,6.73353,10453.89698,0.0,116.40052
2014-08,MA,0.0,27.02509,0.0,0.56751,2985.46879,0.0,27.5926
2014-08,MD,0.0,31.30772,0.0,1.56841,2884.90211,0.0,32.87612
2014-08,KS,0.0,50.71122,0.0,0.59258,4737.16919,0.0,51.3038
2014-08,MI,0.0,104.86456,0.0,5.14012,10097.99099,0.0,110.00468
2014-08,LA,0.0,99.53819,0.0,18.69209,10447.91853,0.0,118.23028
2014-08,MN,0.0,49.87561,0.0,3.8215,4838.78125,0.0,53.69711
2014-08,MS,0.0,48.98546,0.0,3.57938,5694.78957,0.0,52.56484
2014-08,MT,0.0,27.23921,0.0,0.30756,2588.92135,0.0,27.54677
2014-08,ME,0.0,9.68464,0.0,5.0992,1106.28888,0.0,14.78384
2014-08,MO,0.0,90.52986,0.0,0.61723,8830.73551,0.0,91.14709
2014-08,KY,0.0,88.31611,0.0,1.23311,8388.09881,0.0,89.54922
2014-08,HI,0.0,8.7953,0.0,1.16568,920.44877,0.0,9.96099
2014-08,ID,0.0,13.2896,0.0,1.50165,1421.80891,0.0,14.79125
2014-08,IA,0.0,50.51005,0.0,3.5905,4932.53138,0.0,54.10055
2014-09,MD,0.0,31.28469,0.0,1.44685,2893.20851,0.0,32.73154
2014-09,VA,0.0,56.72758,0.0,6.55335,5752.27142,0.0,63.28093
2014-09,WY,0.0,41.48392,0.0,2.40173,4022.48082,0.0,43.88564
2014-09,PA,0.0,167.80997,0.0,5.20734,17317.97696,0.0,173.0173
2014-09,WV,0.0,65.92636,0.0,0.85814,6595.17947,0.0,66.7845
2014-09,WA,0.0,72.94331,0.0,4.79883,7810.67832,0.0,77.74214
2014-09,OR,0.0,40.94929,0.0,1.83902,4636.59001,0.0,42.78831
2014-09,UT,0.0,36.83839,0.0,0.56389,3796.99967,0.0,37.40228
2014-09,TN,0.0,69.98194,0.0,7.02519,6981.6535,0.0,77.00713
2014-09,WI,0.0,50.17284,0.0,3.71992,4905.95149,0.0,53.89277
2014-09,SD,0.0,10.40726,0.0,0.0,1062.26376,0.0,10.40726
2014-09,SC,0.0,83.31285,0.0,5.51729,8218.15018,0.0,88.83013
2014-09,RI,0.0,5.71196,0.0,0.07079,733.39323,0.0,5.78275
2014-09,VT,0.0,5.31853,0.0,0.0,501.74083,0.0,5.31853
2014-09,TX,0.0,356.42269,0.0,36.71495,39350.66209,0.0,393.13764
2014-09,MT,0.0,25.37793,0.0,0.30375,2448.45341,0.0,25.68168
2014-09,NC,0.0,94.01346,0.0,6.22542,10068.31999,0.0,100.23889
2014-09,ND,0.0,30.20022,0.0,0.41157,2792.77085,0.0,30.61179
2014-09,OK,0.0,54.2604,0.0,2.28266,5612.59443,0.0,56.54306
2014-09,OH,0.0,105.56576,0.0,3.3941,10705.50292,0.0,108.95986
2014-09,NM,0.0,26.37416,0.0,0.22712,2667.6878,0.0,26.60129
2014-09,NV,0.0,28.92156,0.0,0.11792,3426.96348,0.0,29.03948
2014-09,NY,0.0,106.28825,0.0,3.01871,11131.18317,0.0,109.30697
2014-09,NJ,0.0,54.37264,0.0,2.44619,5835.97031,0.0,56.81883
2014-09,NH,0.0,15.55022,0.0,0.02746,1566.51059,0.0,15.57768
2014-09,NE,0.0,33.59565,0.0,0.65667,3239.31745,0.0,34.25233
2014-09,MS,0.0,41.85039,0.0,3.23464,4863.39341,0.0,45.08503
2014-09,MO,0.0,66.78269,0.0,0.48532,6484.81439,0.0,67.26801
2014-09,MA,0.0,23.82235,0.0,0.49722,2668.0252,0.0,24.31958
2014-09,DC,0.0,0.07406,0.0,0.01201,6.38127,0.0,0.08607
2014-09,CT,0.0,26.87092,0.0,0.37415,2800.19548,0.0,27.24507
2014-09,MI,0.0,87.99943,0.0,4.68105,8449.2984,0.0,92.68048
2014-09,AL,0.0,117.0572,0.0,11.70306,12467.67924,0.0,128.76026
2014-09,KY,0.0,73.58251,0.0,0.73275,6940.89429,0.0,74.31526
2014-09,IA,0.0,41.93231,0.0,3.66538,4155.27928,0.0,45.59769
2014-09,CO,0.0,43.26603,0.0,0.45545,4375.63223,0.0,43.72148
2014-09,HI,0.0,8.92215,0.0,1.01196,912.3733,0.0,9.93411
2014-09,DE,0.0,7.13327,0.0,0.45955,790.5468,0.0,7.59281
2014-09,AK,0.0,4.91918,0.0,0.48004,459.58675,0.0,5.39922
2014-09,MN,0.0,43.50264,0.0,3.75707,4189.56577,0.0,47.25971
2014-09,LA,0.0,89.23194,0.0,17.37106,9207.57531,0.0,106.603
2014-09,ID,0.0,10.65152,0.0,1.50064,1144.30862,0.0,12.15216
2014-09,AR,0.0,49.42227,0.0,5.10192,5092.47235,0.0,54.52419
2014-09,KS,0.0,42.33832,0.0,0.33074,3985.60054,0.0,42.66905
2014-09,FL,0.0,177.34662,0.0,10.23216,20466.3672,0.0,187.57879
2014-09,AZ,0.0,106.18468,0.0,0.03213,11161.93398,0.0,106.21681
2014-09,ME,0.0,7.91138,0.0,4.99884,900.02403,0.0,12.91021
2014-09,IN,0.0,89.59172,0.0,6.62852,8644.55143,0.0,96.22023
2014-09,IL,0.0,166.59165,0.0,5.13276,15943.26771,0.0,171.7244
2014-09,GA,0.0,96.93748,0.0,12.01849,10437.96959,0.0,108.95597
2014-09,CA,0.0,163.2594,0.0,15.70796,19258.36,0.0,178.96735
2014-10,AR,0.0,47.01304,0.0,5.59025,4856.03638,0.0,52.60329
2014-10,WI,0.0,42.49777,0.0,4.18012,4393.17615,0.0,46.67789
2014-10,UT,0.0,33.62799,0.0,0.50165,3490.93021,0.0,34.12964
2014-10,WV,0.0,56.00042,0.0,0.66572,5587.45107,0.0,56.66614
2014-10,NV,0.0,25.79674,0.0,0.15121,3121.08372,0.0,25.94795
2014-10,NM,0.0,23.62637,0.0,0.19261,2325.51707,0.0,23.81898
2014-10,NY,0.0,106.18223,0.0,3.01719,11034.48469,0.0,109.19942
2014-10,VT,0.0,6.04892,0.0,0.0,570.46204,0.0,6.04892
2014-10,TX,0.0,309.89526,0.0,36.80032,34572.01238,0.0,346.69558
2014-10,VA,0.0,52.11709,0.0,7.72111,5173.79116,0.0,59.8382
2014-10,SC,0.0,78.73613,0.0,5.69575,7677.26952,0.0,84.43187
2014-10,RI,0.0,4.47245,0.0,0.0751,573.64729,0.0,4.54755
2014-10,TN,0.0,59.19605,0.0,7.02258,5948.98409,0.0,66.21863
2014-10,PA,0.0,168.69897,0.0,5.35953,17397.49853,0.0,174.0585
2014-10,SD,0.0,11.25499,0.0,0.0,1151.1205,0.0,11.25499
2014-10,WA,0.0,75.06874,0.0,5.24299,7961.90087,0.0,80.31173
2014-10,WY,0.0,42.27953,0.0,2.65271,4042.22736,0.0,44.93224
2014-10,OH,0.0,88.48662,0.0,2.67862,8966.68014,0.0,91.16524
2014-10,OR,0.0,39.16996,0.0,2.02079,4428.35444,0.0,41.19075
2014-10,OK,0.0,48.72317,0.0,2.24032,5023.85605,0.0,50.96348
2014-10,NJ,0.0,51.72545,0.0,2.42743,5545.66955,0.0,54.15288
2014-10,DC,0.0,0.06501,0.0,0.01054,5.60175,0.0,0.07555
2014-10,MT,0.0,25.83312,0.0,0.31052,2466.03435,0.0,26.14364
2014-10,NE,0.0,30.11246,0.0,0.39636,2906.44504,0.0,30.50882
2014-10,KY,0.0,68.22804,0.0,1.1786,6453.26351,0.0,69.40665
2014-10,ID,0.0,8.60799,0.0,1.71551,884.48121,0.0,10.32349
2014-10,ME,0.0,7.51168,0.0,4.46458,843.99906,0.0,11.97625
2014-10,CT,0.0,20.15107,0.0,0.28778,2121.46595,0.0,20.43885
2014-10,MS,0.0,38.95068,0.0,3.50155,4616.69863,0.0,42.45223
2014-10,LA,0.0,74.05071,0.0,17.11751,7947.82453,0.0,91.16822
2014-10,AL,0.0,101.00707,0.0,11.38304,10951.89294,0.0,112.39011
2014-10,MI,0.0,85.27813,0.0,5.02719,8306.14134,0.0,90.30531
2014-10,NC,0.0,81.84556,0.0,6.15684,8612.00934,0.0,88.0024
2014-10,IA,0.0,44.60494,0.0,3.7164,4459.32501,0.0,48.32133
2014-10,FL,0.0,165.01377,0.0,12.34831,19144.54589,0.0,177.36208
2014-10,NH,0.0,16.61474,0.0,0.02973,1684.35951,0.0,16.64448
2014-10,ND,0.0,33.81481,0.0,0.70571,3179.38559,0.0,34.52052
2014-10,IN,0.0,87.91486,0.0,6.63148,8579.90637,0.0,94.54634
2014-10,CO,0.0,41.07304,0.0,0.50525,4162.4399,0.0,41.57829
2014-10,AK,0.0,5.24528,0.0,0.48288,486.39902,0.0,5.72816
2014-10,MD,0.0,28.28439,0.0,1.53242,2678.89189,0.0,29.8168
2014-10,DE,0.0,4.96166,0.0,0.74358,525.72398,0.0,5.70524
2014-10,KS,0.0,40.79883,0.0,0.3016,3866.16865,0.0,41.10042
2014-10,MN,0.0,44.13535,0.0,3.68934,4421.55755,0.0,47.82469
2014-10,MO,0.0,59.95368,0.0,0.53382,5846.6493,0.0,60.4875
2014-10,GA,0.0,84.2415,0.0,13.25621,9013.15547,0.0,97.49771
2014-10,IL,0.0,164.01708,0.0,4.89079,15824.59318,0.0,168.90787
2014-10,CA,0.0,149.15707,0.0,15.35883,17837.41176,0.0,164.5159
2014-10,HI,0.0,8.77069,0.0,1.17704,921.75233,0.0,9.94772
2014-10,MA,0.0,24.45438,0.0,0.51651,2639.21148,0.0,24.97089
2014-10,AZ,0.0,89.45075,0.0,0.03758,9286.8399,0.0,89.48833
2014-11,DC,0.0,0.05619,0.0,0.00911,4.84131,0.0,0.0653
2014-11,WY,0.0,43.22597,0.0,2.84729,4172.49777,0.0,46.07326
2014-11,VA,0.0,61.96688,0.0,7.35105,6174.96229,0.0,69.31793
2014-11,TN,0.0,58.92756,0.0,6.71216,5883.23389,0.0,65.63972
2014-11,WI,0.0,48.18281,0.0,4.76887,4837.7878,0.0,52.95168
2014-11,WV,0.0,66.02012,0.0,0.8912,6665.6482,0.0,66.91133
2014-11,VT,0.0,5.56956,0.0,0.0,526.54773,0.0,5.56956
2014-11,TX,0.0,293.30045,0.0,37.18291,32283.78925,0.0,330.48336
2014-11,UT,0.0,35.82655,0.0,0.50581,3730.5263,0.0,36.33235
2014-11,WA,0.0,83.78754,0.0,4.94005,8809.40406,0.0,88.7276
2014-11,OK,0.0,48.58959,0.0,2.27964,5043.61923,0.0,50.86922
2014-11,RI,0.0,2.90812,0.0,0.06811,366.61222,0.0,2.97623
2014-11,PA,0.0,166.29117,0.0,5.96117,16878.3047,0.0,172.25233
2014-11,SC,0.0,75.75487,0.0,5.62428,7457.38215,0.0,81.37915
2014-11,SD,0.0,10.40003,0.0,0.0,1063.94814,0.0,10.40003
2014-11,OR,0.0,46.25061,0.0,1.44499,5119.15333,0.0,47.69561
2014-11,DE,0.0,5.50768,0.0,0.70636,639.94911,0.0,6.21404
2014-11,AL,0.0,110.29211,0.0,11.7086,12044.20207,0.0,122.0007
2014-11,AZ,0.0,79.01519,0.0,0.00869,8065.44567,0.0,79.02389
2014-11,CO,0.0,41.92859,0.0,0.57505,4236.04598,0.0,42.50364
2014-11,AR,0.0,44.73824,0.0,5.71732,4662.06478,0.0,50.45556
2014-11,HI,0.0,7.93342,0.0,1.06224,834.69504,0.0,8.99567
2014-11,GA,0.0,91.52179,0.0,12.67845,9749.85033,0.0,104.20024
2014-11,FL,0.0,147.69456,0.0,11.7532,16437.90022,0.0,159.44777
2014-11,CT,0.0,23.78867,0.0,0.36075,2519.18142,0.0,24.14942
2014-11,IA,0.0,46.94998,0.0,3.79868,4707.92453,0.0,50.74865
2014-11,IN,0.0,89.87886,0.0,7.11584,8862.82664,0.0,96.99471
2014-11,ID,0.0,8.9344,0.0,1.76224,923.58149,0.0,10.69663
2014-11,KS,0.0,43.79214,0.0,0.38074,4161.21865,0.0,44.17288
2014-11,MA,0.0,20.77626,0.0,0.64236,2124.77754,0.0,21.41862
2014-11,CA,0.0,122.83904,0.0,13.03344,14435.56772,0.0,135.87248
2014-11,MO,0.0,62.81868,0.0,0.65253,6090.46668,0.0,63.4712
2014-11,NV,0.0,22.72436,0.0,0.17204,2721.96617,0.0,22.89641
2014-11,NJ,0.0,49.99592,0.0,2.38081,5367.42162,0.0,52.37673
2014-11,MS,0.0,34.37666,0.0,3.31959,3991.13091,0.0,37.69625
2014-11,NM,0.0,23.45151,0.0,0.19926,2300.06351,0.0,23.65077
2014-11,MT,0.0,27.68091,0.0,0.30676,2700.2179,0.0,27.98766
2014-11,OH,0.0,104.1295,0.0,2.98841,10597.18417,0.0,107.11791
2014-11,NH,0.0,16.67132,0.0,0.02116,1607.25727,0.0,16.69248
2014-11,NY,0.0,106.52716,0.0,3.3547,11171.41447,0.0,109.88186
2014-11,MN,0.0,49.63981,0.0,3.93217,4844.47976,0.0,53.57198
2014-11,NE,0.0,35.27343,0.0,0.62084,3408.10036,0.0,35.89426
2014-11,ND,0.0,36.36572,0.0,0.73711,3408.04314,0.0,37.10283
2014-11,NC,0.0,95.20709,0.0,6.55983,10174.60809,0.0,101.76691
2014-11,KY,0.0,77.02149,0.0,1.37717,7333.73387,0.0,78.39866
2014-11,ME,0.0,9.22783,0.0,5.6983,1058.26521,0.0,14.92613
2014-11,LA,0.0,76.26887,0.0,17.41278,8182.24036,0.0,93.68165
2014-11,MD,0.0,27.79449,0.0,1.58952,2583.37533,0.0,29.38402
2014-11,IL,0.0,182.60428,0.0,5.77977,17666.76236,0.0,188.38405
2014-11,MI,0.0,87.55888,0.0,5.20623,8332.34738,0.0,92.76511
2014-11,AK,0.0,5.55294,0.0,0.5806,526.45283,0.0,6.13354
2014-12,DE,0.0,5.49749,0.0,0.80365,643.86919,0.0,6.30114
2014-12,ND,0.0,31.95811,0.0,1.01345,2960.72388,0.0,32.97155
2014-12,TN,0.0,62.94272,0.0,7.08966,6313.00615,0.0,70.03238
2014-12,TX,0.0,307.62534,0.0,38.75399,34374.90115,0.0,346.37933
2014-12,RI,0.0,3.21534,0.0,0.06641,412.57717,0.0,3.28175
2014-12,SC,0.0,81.90679,0.0,5.27515,8068.70466,0.0,87.18193
2014-12,NC,0.0,97.03554,0.0,6.80785,10429.84026,0.0,103.84338
2014-12,WV,0.0,69.89836,0.0,0.87976,7020.2435,0.0,70.77812
2014-12,WI,0.0,51.20261,0.0,4.70892,5192.52623,0.0,55.91154
2014-12,PA,0.0,187.12672,0.0,6.4507,19377.74808,0.0,193.57742
2014-12,SD,0.0,8.33263,0.0,0.0,848.3921,0.0,8.33263
2014-12,VT,0.0,5.43415,0.0,0.0,519.68706,0.0,5.43415
2014-12,VA,0.0,62.54071,0.0,8.37562,6389.73711,0.0,70.91634
2014-12,WA,0.0,96.50998,0.0,5.53196,10150.89481,0.0,102.04194
2014-12,WY,0.0,45.82575,0.0,3.18794,4355.5878,0.0,49.01369
2014-12,NE,0.0,34.48723,0.0,0.61392,3292.54458,0.0,35.10115
2014-12,UT,0.0,36.8177,0.0,0.48839,3832.72681,0.0,37.30609
2014-12,OR,0.0,50.64142,0.0,1.79675,5557.31116,0.0,52.43817
2014-12,NM,0.0,30.51579,0.0,0.22458,2995.93125,0.0,30.74037
2014-12,OK,0.0,52.01976,0.0,2.24433,5573.80163,0.0,54.26409
2014-12,NV,0.0,22.25992,0.0,0.18152,2714.11064,0.0,22.44144
2014-12,OH,0.0,106.9979,0.0,3.3919,11053.99837,0.0,110.38981
2014-12,NY,0.0,110.41981,0.0,3.5286,11585.75814,0.0,113.94841
2014-12,NH,0.0,17.75212,0.0,0.02845,1764.40236,0.0,17.78057
2014-12,NJ,0.0,58.45765,0.0,2.5129,6207.69252,0.0,60.97055
2014-12,KS,0.0,41.93893,0.0,0.28742,3944.67956,0.0,42.22635
2014-12,HI,0.0,8.2109,0.0,0.96118,827.59064,0.0,9.17208
2014-12,CO,0.0,44.87841,0.0,0.57711,4554.26294,0.0,45.45552
2014-12,IA,0.0,53.94231,0.0,4.03635,5371.15417,0.0,57.97866
2014-12,CT,0.0,30.25285,0.0,0.51525,3212.75593,0.0,30.7681
2014-12,CA,0.0,127.84787,0.0,14.06088,15094.80093,0.0,141.90876
2014-12,IN,0.0,94.5725,0.0,6.93903,9199.22456,0.0,101.51153
2014-12,AZ,0.0,83.88077,0.0,0.00568,8376.59436,0.0,83.88645
2014-12,IL,0.0,186.38515,0.0,6.0094,17945.7514,0.0,192.39455
2014-12,GA,0.0,89.30576,0.0,13.37208,9569.24355,0.0,102.67785
2014-12,MN,0.0,55.09832,0.0,4.47345,5411.48513,0.0,59.57177
2014-12,AR,0.0,43.57417,0.0,6.19078,4559.88615,0.0,49.76495
2014-12,MD,0.0,30.26634,0.0,1.67523,2840.76259,0.0,31.94157
2014-12,MT,0.0,29.41382,0.0,0.31734,2839.12026,0.0,29.73116
2014-12,AL,0.0,118.54559,0.0,12.87249,12786.62489,0.0,131.41808
2014-12,KY,0.0,83.45559,0.0,1.31207,8009.53717,0.0,84.76765
2014-12,ID,0.0,9.82171,0.0,1.83739,1008.97489,0.0,11.65909
2014-12,MI,0.0,93.81274,0.0,5.53778,9153.1036,0.0,99.35052
2014-12,MO,0.0,77.13274,0.0,0.76166,7546.57345,0.0,77.8944
2014-12,DC,0.0,0.06078,0.0,0.00986,5.23709,0.0,0.07064
2014-12,ME,0.0,9.3499,0.0,6.14334,1051.24404,0.0,15.49324
2014-12,LA,0.0,79.71234,0.0,17.63454,8470.62658,0.0,97.34688
2014-12,FL,0.0,154.91174,0.0,12.24389,17385.24232,0.0,167.15562
2014-12,MA,0.0,18.94863,0.0,0.56584,1865.83022,0.0,19.51447
2014-12,AK,0.0,5.98678,0.0,0.68199,573.31748,0.0,6.66877
2014-12,MS,0.0,39.62143,0.0,3.65084,4710.25064,0.0,43.27228
2015-01,AK,0.0,6.12589,0.0,0.73643,605.60887,0.0,6.86232
2015-01,ND,0.0,37.26656,0.0,0.50834,3478.19531,0.0,37.7749
2015-01,SD,0.0,9.15304,0.0,0.0,947.94153,0.0,9.15304
2015-01,MN,0.0,53.90061,0.0,4.1043,5274.47477,0.0,58.0049
2015-01,OR,0.0,49.20109,0.0,2.51089,5501.10745,0.0,51.71198
2015-01,NE,0.0,35.1087,0.0,0.48732,3393.33796,0.0,35.59603
2015-01,TN,0.0,76.27508,0.0,7.4114,7702.73427,0.0,83.68648
2015-01,ME,0.0,11.75139,0.0,6.55955,1289.16604,0.0,18.31094
2015-01,MA,0.0,22.6196,0.0,0.85754,2272.24466,0.0,23.47714
2015-01,SC,0.0,88.9054,0.0,5.99106,8710.17762,0.0,94.89646
2015-01,NY,0.0,112.38083,0.0,4.11422,11755.13724,0.0,116.49505
2015-01,RI,0.0,2.5596,0.0,0.07809,332.12824,0.0,2.63769
2015-01,NH,0.0,20.8345,0.0,0.07192,2064.16112,0.0,20.90642
2015-01,VT,0.0,1.7771,0.0,0.02617,169.3854,0.0,1.80327
2015-01,TX,0.0,337.02373,0.0,38.79851,38033.77948,0.0,375.82224
2015-01,VA,0.0,73.46334,0.0,8.57256,7697.30236,0.0,82.0359
2015-01,MS,0.0,46.47721,0.0,3.79745,5579.56217,0.0,50.27467
2015-01,OH,0.0,123.13187,0.0,3.55575,12703.15372,0.0,126.68762
2015-01,MT,0.0,28.43019,0.0,0.35001,2795.34427,0.0,28.78019
2015-01,MI,0.0,102.87584,0.0,5.91531,10124.48308,0.0,108.79115
2015-01,UT,0.0,36.61606,0.0,0.50774,3796.7332,0.0,37.1238
2015-01,MO,0.0,82.65267,0.0,1.0441,8151.09508,0.0,83.69677
2015-01,NC,0.0,110.31906,0.0,7.84622,11875.27896,0.0,118.16527
2015-01,OK,0.0,58.03442,0.0,2.43836,6385.66552,0.0,60.47278
2015-01,NJ,0.0,58.41889,0.0,2.65106,6150.80626,0.0,61.06996
2015-01,NV,0.0,21.63873,0.0,0.29261,2685.91098,0.0,21.93135
2015-01,PA,0.0,199.22814,0.0,6.39783,20539.33241,0.0,205.62597
2015-01,NM,0.0,25.10566,0.0,0.24122,2528.58213,0.0,25.34688
2015-01,IA,0.0,53.74495,0.0,4.19397,5404.02534,0.0,57.93892
2015-01,HI,0.0,7.24813,0.0,0.92674,731.09633,0.0,8.17487
2015-01,GA,0.0,98.9948,0.0,17.60074,10953.4392,0.0,116.59554
2015-01,KS,0.0,42.25543,0.0,0.17268,4007.8175,0.0,42.42811
2015-01,CO,0.0,46.3974,0.0,0.58824,4682.75358,0.0,46.98564
2015-01,CT,0.0,32.96376,0.0,0.32412,3502.33279,0.0,33.28788
2015-01,DC,0.0,0.04999,0.0,0.00043,1.71289,0.0,0.05042
2015-01,FL,0.0,155.33209,0.0,12.59847,17985.57273,0.0,167.93056
2015-01,ID,0.0,11.02968,0.0,1.50994,1201.85674,0.0,12.53961
2015-01,CA,0.0,119.804,0.0,13.88426,14246.53253,0.0,133.68827
2015-01,MD,0.0,34.79094,0.0,1.73449,3230.05888,0.0,36.52543
2015-01,WA,0.0,100.75771,0.0,4.80186,10673.9578,0.0,105.55957
2015-01,AZ,0.0,83.74691,0.0,0.0,8410.40682,0.0,83.74691
2015-01,DE,0.0,6.03454,0.0,0.79697,656.85482,0.0,6.83152
2015-01,IN,0.0,102.67745,0.0,8.07448,10170.84337,0.0,110.75193
2015-01,LA,0.0,88.07353,0.0,16.42127,9382.9597,0.0,104.4948
2015-01,KY,0.0,85.41908,0.0,1.34302,8206.2918,0.0,86.7621
2015-01,IL,0.0,184.19446,0.0,6.12621,17955.97148,0.0,190.32068
2015-01,WY,0.0,46.19219,0.0,3.00197,4408.19479,0.0,49.19416
2015-01,WI,0.0,59.73907,0.0,4.92766,6108.42564,0.0,64.66674
2015-01,WV,0.0,78.6061,0.0,1.01784,7889.67144,0.0,79.62394
2015-01,AL,0.0,123.3988,0.0,13.11133,13558.68054,0.0,136.51014
2015-01,AR,0.0,41.84348,0.0,6.33408,4536.97571,0.0,48.17756
2015-02,AR,0.0,43.48087,0.0,5.67915,4845.05039,0.0,49.16002
2015-02,OH,0.0,122.49771,0.0,3.53476,12620.63773,0.0,126.03247
2015-02,TN,0.0,67.77207,0.0,7.28349,6801.23325,0.0,75.05556
2015-02,VT,0.0,1.54633,0.0,0.07136,141.60567,0.0,1.6177
2015-02,VA,0.0,75.84861,0.0,8.63521,7968.04566,0.0,84.48383
2015-02,UT,0.0,31.46533,0.0,0.44511,3241.81974,0.0,31.91044
2015-02,WY,0.0,39.5911,0.0,2.67478,3786.78566,0.0,42.26588
2015-02,WA,0.0,92.26909,0.0,4.22606,9807.08225,0.0,96.49515
2015-02,WI,0.0,53.48708,0.0,4.83722,5538.81312,0.0,58.3243
2015-02,WV,0.0,77.62752,0.0,0.95763,7793.57673,0.0,78.58515
2015-02,TX,0.0,294.97783,0.0,34.84794,33286.88716,0.0,329.82577
2015-02,OK,0.0,54.93679,0.0,2.12328,6124.89785,0.0,57.06007
2015-02,AK,0.0,5.72927,0.0,0.61956,577.97062,0.0,6.34882
2015-02,OR,0.0,46.71338,0.0,2.45923,5090.42313,0.0,49.17261
