date,state,index_ipi
2001-01,AK,92.2054
2001-01,AL,92.2054
2001-01,AR,92.2054
2001-01,AZ,92.2054
2001-01,CA,92.2054
2001-01,CO,92.2054
2001-01,CT,92.2054
2001-01,DC,92.2054
2001-01,DE,92.2054
2001-01,FL,92.2054
2001-01,GA,92.2054
2001-01,HI,92.2054
2001-01,IA,92.2054
2001-01,ID,92.2054
2001-01,IL,92.2054
2001-01,IN,92.2054
2001-01,KS,92.2054
2001-01,KY,92.2054
2001-01,LA,92.2054
2001-01,MA,92.2054
2001-01,MD,92.2054
2001-01,ME,92.2054
2001-01,MI,92.2054
2001-01,MN,92.2054
2001-01,MO,92.2054
2001-01,MS,92.2054
2001-01,MT,92.2054
2001-01,NC,92.2054
2001-01,ND,92.2054
2001-01,NE,92.2054
2001-01,NH,92.2054
2001-01,NJ,92.2054
2001-01,NM,92.2054
2001-01,NV,92.2054
2001-01,NY,92.2054
2001-01,OH,92.2054
2001-01,OK,92.2054
2001-01,OR,92.2054
2001-01,PA,92.2054
2001-01,RI,92.2054
2001-01,SC,92.2054
2001-01,SD,92.2054
2001-01,TN,92.2054
2001-01,TX,92.2054
2001-01,UT,92.2054
2001-01,VA,92.2054
2001-01,VT,92.2054
2001-01,WA,92.2054
2001-01,WI,92.2054
2001-01,WV,92.2054
2001-01,WY,92.2054
2001-02,AK,91.5813
2001-02,AL,91.5813
2001-02,AR,91.5813
2001-02,AZ,91.5813
2001-02,CA,91.5813
2001-02,CO,91.5813
2001-02,CT,91.5813
2001-02,DC,91.5813
2001-02,DE,91.5813
2001-02,FL,91.5813
2001-02,GA,91.5813
2001-02,HI,91.5813
2001-02,IA,91.5813
2001-02,ID,91.5813
2001-02,IL,91.5813
2001-02,IN,91.5813
2001-02,KS,91.5813
2001-02,KY,91.5813
2001-02,LA,91.5813
2001-02,MA,91.5813
2001-02,MD,91.5813
2001-02,ME,91.5813
2001-02,MI,91.5813
2001-02,MN,91.5813
2001-02,MO,91.5813
2001-02,MS,91.5813
2001-02,MT,91.5813
2001-02,NC,91.5813
2001-02,ND,91.5813
2001-02,NE,91.5813
2001-02,NH,91.5813
2001-02,NJ,91.5813
2001-02,NM,91.5813
2001-02,NV,91.5813
2001-02,NY,91.5813
2001-02,OH,91.5813
2001-02,OK,91.5813
2001-02,OR,91.5813
2001-02,PA,91.5813
2001-02,RI,91.5813
2001-02,SC,91.5813
2001-02,SD,91.5813
2001-02,TN,91.5813
2001-02,TX,91.5813
2001-02,UT,91.5813
2001-02,VA,91.5813
2001-02,VT,91.5813
2001-02,WA,91.5813
2001-02,WI,91.5813
2001-02,WV,91.5813
2001-02,WY,91.5813
2001-03,AK,91.3567
2001-03,AL,91.3567
2001-03,AR,91.3567
2001-03,AZ,91.3567
2001-03,CA,91.3567
2001-03,CO,91.3567
2001-03,CT,91.3567
2001-03,DC,91.3567
2001-03,DE,91.3567
2001-03,FL,91.3567
2001-03,GA,91.3567
2001-03,HI,91.3567
2001-03,IA,91.3567
2001-03,ID,91.3567
2001-03,IL,91.3567
2001-03,IN,91.3567
2001-03,KS,91.3567
2001-03,KY,91.3567
2001-03,LA,91.3567
2001-03,MA,91.3567
2001-03,MD,91.3567
2001-03,ME,91.3567
2001-03,MI,91.3567
2001-03,MN,91.3567
2001-03,MO,91.3567
2001-03,MS,91.3567
2001-03,MT,91.3567
2001-03,NC,91.3567
2001-03,ND,91.3567
2001-03,NE,91.3567
2001-03,NH,91.3567
2001-03,NJ,91.3567
2001-03,NM,91.3567
2001-03,NV,91.3567
2001-03,NY,91.3567
2001-03,OH,91.3567
2001-03,OK,91.3567
2001-03,OR,91.3567
2001-03,PA,91.3567
2001-03,RI,91.3567
2001-03,SC,91.3567
2001-03,SD,91.3567
2001-03,TN,91.3567
2001-03,TX,91.3567
2001-03,UT,91.3567
2001-03,VA,91.3567
2001-03,VT,91.3567
2001-03,WA,91.3567
2001-03,WI,91.3567
2001-03,WV,91.3567
2001-03,WY,91.3567
2001-04,AK,91.072
2001-04,AL,91.072
2001-04,AR,91.072
2001-04,AZ,91.072
2001-04,CA,91.072
2001-04,CO,91.072
2001-04,CT,91.072
2001-04,DC,91.072
2001-04,DE,91.072
2001-04,FL,91.072
2001-04,GA,91.072
2001-04,HI,91.072
2001-04,IA,91.072
2001-04,ID,91.072
2001-04,IL,91.072
2001-04,IN,91.072
2001-04,KS,91.072
2001-04,KY,91.072
2001-04,LA,91.072
2001-04,MA,91.072
2001-04,MD,91.072
2001-04,ME,91.072
2001-04,MI,91.072
2001-04,MN,91.072
2001-04,MO,91.072
2001-04,MS,91.072
2001-04,MT,91.072
2001-04,NC,91.072
2001-04,ND,91.072
2001-04,NE,91.072
2001-04,NH,91.072
2001-04,NJ,91.072
2001-04,NM,91.072
2001-04,NV,91.072
2001-04,NY,91.072
2001-04,OH,91.072
2001-04,OK,91.072
2001-04,OR,91.072
2001-04,PA,91.072
2001-04,RI,91.072
2001-04,SC,91.072
2001-04,SD,91.072
2001-04,TN,91.072
2001-04,TX,91.072
2001-04,UT,91.072
2001-04,VA,91.072
2001-04,VT,91.072
2001-04,WA,91.072
2001-04,WI,91.072
2001-04,WV,91.072
2001-04,WY,91.072
2001-05,AK,90.5335
2001-05,AL,90.5335
2001-05,AR,90.5335
2001-05,AZ,90.5335
2001-05,CA,90.5335
2001-05,CO,90.5335
2001-05,CT,90.5335
2001-05,DC,90.5335
2001-05,DE,90.5335
2001-05,FL,90.5335
2001-05,GA,90.5335
2001-05,HI,90.5335
2001-05,IA,90.5335
2001-05,ID,90.5335
2001-05,IL,90.5335
2001-05,IN,90.5335
2001-05,KS,90.5335
2001-05,KY,90.5335
2001-05,LA,90.5335
2001-05,MA,90.5335
2001-05,MD,90.5335
2001-05,ME,90.5335
2001-05,MI,90.5335
2001-05,MN,90.5335
2001-05,MO,90.5335
2001-05,MS,90.5335
2001-05,MT,90.5335
2001-05,NC,90.5335
2001-05,ND,90.5335
2001-05,NE,90.5335
2001-05,NH,90.5335
2001-05,NJ,90.5335
2001-05,NM,90.5335
2001-05,NV,90.5335
2001-05,NY,90.5335
2001-05,OH,90.5335
2001-05,OK,90.5335
2001-05,OR,90.5335
2001-05,PA,90.5335
2001-05,RI,90.5335
2001-05,SC,90.5335
2001-05,SD,90.5335
2001-05,TN,90.5335
2001-05,TX,90.5335
2001-05,UT,90.5335
2001-05,VA,90.5335
2001-05,VT,90.5335
2001-05,WA,90.5335
2001-05,WI,90.5335
2001-05,WV,90.5335
2001-05,WY,90.5335
2001-06,AK,90.0322
2001-06,AL,90.0322
2001-06,AR,90.0322
2001-06,AZ,90.0322
2001-06,CA,90.0322
2001-06,CO,90.0322
2001-06,CT,90.0322
2001-06,DC,90.0322
2001-06,DE,90.0322
2001-06,FL,90.0322
2001-06,GA,90.0322
2001-06,HI,90.0322
2001-06,IA,90.0322
2001-06,ID,90.0322
2001-06,IL,90.0322
2001-06,IN,90.0322
2001-06,KS,90.0322
2001-06,KY,90.0322
2001-06,LA,90.0322
2001-06,MA,90.0322
2001-06,MD,90.0322
2001-06,ME,90.0322
2001-06,MI,90.0322
2001-06,MN,90.0322
2001-06,MO,90.0322
2001-06,MS,90.0322
2001-06,MT,90.0322
2001-06,NC,90.0322
2001-06,ND,90.0322
2001-06,NE,90.0322
2001-06,NH,90.0322
2001-06,NJ,90.0322
2001-06,NM,90.0322
2001-06,NV,90.0322
2001-06,NY,90.0322
2001-06,OH,90.0322
2001-06,OK,90.0322
2001-06,OR,90.0322
2001-06,PA,90.0322
2001-06,RI,90.0322
2001-06,SC,90.0322
2001-06,SD,90.0322
2001-06,TN,90.0322
2001-06,TX,90.0322
2001-06,UT,90.0322
2001-06,VA,90.0322
2001-06,VT,90.0322
2001-06,WA,90.0322
2001-06,WI,90.0322
2001-06,WV,90.0322
2001-06,WY,90.0322
2001-07,AK,89.4778
2001-07,AL,89.4778
2001-07,AR,89.4778
2001-07,AZ,89.4778
2001-07,CA,89.4778
2001-07,CO,89.4778
2001-07,CT,89.4778
2001-07,DC,89.4778
2001-07,DE,89.4778
2001-07,FL,89.4778
2001-07,GA,89.4778
2001-07,HI,89.4778
2001-07,IA,89.4778
2001-07,ID,89.4778
2001-07,IL,89.4778
2001-07,IN,89.4778
2001-07,KS,89.4778
2001-07,KY,89.4778
2001-07,LA,89.4778
2001-07,MA,89.4778
2001-07,MD,89.4778
2001-07,ME,89.4778
2001-07,MI,89.4778
2001-07,MN,89.4778
2001-07,MO,89.4778
2001-07,MS,89.4778
2001-07,MT,89.4778
2001-07,NC,89.4778
2001-07,ND,89.4778
2001-07,NE,89.4778
2001-07,NH,89.4778
2001-07,NJ,89.4778
2001-07,NM,89.4778
2001-07,NV,89.4778
2001-07,NY,89.4778
2001-07,OH,89.4778
2001-07,OK,89.4778
2001-07,OR,89.4778
2001-07,PA,89.4778
2001-07,RI,89.4778
2001-07,SC,89.4778
2001-07,SD,89.4778
2001-07,TN,89.4778
2001-07,TX,89.4778
2001-07,UT,89.4778
2001-07,VA,89.4778
2001-07,VT,89.4778
2001-07,WA,89.4778
2001-07,WI,89.4778
2001-07,WV,89.4778
2001-07,WY,89.4778
2001-08,AK,89.3838
2001-08,AL,89.3838
2001-08,AR,89.3838
2001-08,AZ,89.3838
2001-08,CA,89.3838
2001-08,CO,89.3838
2001-08,CT,89.3838
2001-08,DC,89.3838
2001-08,DE,89.3838
2001-08,FL,89.3838
2001-08,GA,89.3838
2001-08,HI,89.3838
2001-08,IA,89.3838
2001-08,ID,89.3838
2001-08,IL,89.3838
2001-08,IN,89.3838
2001-08,KS,89.3838
2001-08,KY,89.3838
2001-08,LA,89.3838
2001-08,MA,89.3838
2001-08,MD,89.3838
2001-08,ME,89.3838
2001-08,MI,89.3838
2001-08,MN,89.3838
2001-08,MO,89.3838
2001-08,MS,89.3838
2001-08,MT,89.3838
2001-08,NC,89.3838
2001-08,ND,89.3838
2001-08,NE,89.3838
2001-08,NH,89.3838
2001-08,NJ,89.3838
2001-08,NM,89.3838
2001-08,NV,89.3838
2001-08,NY,89.3838
2001-08,OH,89.3838
2001-08,OK,89.3838
2001-08,OR,89.3838
2001-08,PA,89.3838
2001-08,RI,89.3838
2001-08,SC,89.3838
2001-08,SD,89.3838
2001-08,TN,89.3838
2001-08,TX,89.3838
2001-08,UT,89.3838
2001-08,VA,89.3838
2001-08,VT,89.3838
2001-08,WA,89.3838
2001-08,WI,89.3838
2001-08,WV,89.3838
2001-08,WY,89.3838
2001-09,AK,88.9262
2001-09,AL,88.9262
2001-09,AR,88.9262
2001-09,AZ,88.9262
2001-09,CA,88.9262
2001-09,CO,88.9262
2001-09,CT,88.9262
2001-09,DC,88.9262
2001-09,DE,88.9262
2001-09,FL,88.9262
2001-09,GA,88.9262
2001-09,HI,88.9262
2001-09,IA,88.9262
2001-09,ID,88.9262
2001-09,IL,88.9262
2001-09,IN,88.9262
2001-09,KS,88.9262
2001-09,KY,88.9262
2001-09,LA,88.9262
2001-09,MA,88.9262
2001-09,MD,88.9262
2001-09,ME,88.9262
2001-09,MI,88.9262
2001-09,MN,88.9262
2001-09,MO,88.9262
2001-09,MS,88.9262
2001-09,MT,88.9262
2001-09,NC,88.9262
2001-09,ND,88.9262
2001-09,NE,88.9262
2001-09,NH,88.9262
2001-09,NJ,88.9262
2001-09,NM,88.9262
2001-09,NV,88.9262
2001-09,NY,88.9262
2001-09,OH,88.9262
2001-09,OK,88.9262
2001-09,OR,88.9262
2001-09,PA,88.9262
2001-09,RI,88.9262
2001-09,SC,88.9262
2001-09,SD,88.9262
2001-09,TN,88.9262
2001-09,TX,88.9262
2001-09,UT,88.9262
2001-09,VA,88.9262
2001-09,VT,88.9262
2001-09,WA,88.9262
2001-09,WI,88.9262
2001-09,WV,88.9262
2001-09,WY,88.9262
2001-10,AK,88.6365
2001-10,AL,88.6365
2001-10,AR,88.6365
2001-10,AZ,88.6365
2001-10,CA,88.6365
2001-10,CO,88.6365
2001-10,CT,88.6365
2001-10,DC,88.6365
2001-10,DE,88.6365
2001-10,FL,88.6365
2001-10,GA,88.6365
2001-10,HI,88.6365
2001-10,IA,88.6365
2001-10,ID,88.6365
2001-10,IL,88.6365
2001-10,IN,88.6365
2001-10,KS,88.6365
2001-10,KY,88.6365
2001-10,LA,88.6365
2001-10,MA,88.6365
2001-10,MD,88.6365
2001-10,ME,88.6365
2001-10,MI,88.6365
2001-10,MN,88.6365
2001-10,MO,88.6365
2001-10,MS,88.6365
2001-10,MT,88.6365
2001-10,NC,88.6365
2001-10,ND,88.6365
2001-10,NE,88.6365
2001-10,NH,88.6365
2001-10,NJ,88.6365
2001-10,NM,88.6365
2001-10,NV,88.6365
2001-10,NY,88.6365
2001-10,OH,88.6365
2001-10,OK,88.6365
2001-10,OR,88.6365
2001-10,PA,88.6365
2001-10,RI,88.6365
2001-10,SC,88.6365
2001-10,SD,88.6365
2001-10,TN,88.6365
2001-10,TX,88.6365
2001-10,UT,88.6365
2001-10,VA,88.6365
2001-10,VT,88.6365
2001-10,WA,88.6365
2001-10,WI,88.6365
2001-10,WV,88.6365
2001-10,WY,88.6365
2001-11,AK,88.1058
2001-11,AL,88.1058
2001-11,AR,88.1058
2001-11,AZ,88.1058
2001-11,CA,88.1058
2001-11,CO,88.1058
2001-11,CT,88.1058
2001-11,DC,88.1058
2001-11,DE,88.1058
2001-11,FL,88.1058
2001-11,GA,88.1058
2001-11,HI,88.1058
2001-11,IA,88.1058
2001-11,ID,88.1058
2001-11,IL,88.1058
2001-11,IN,88.1058
2001-11,KS,88.1058
2001-11,KY,88.1058
2001-11,LA,88.1058
2001-11,MA,88.1058
2001-11,MD,88.1058
2001-11,ME,88.1058
2001-11,MI,88.1058
2001-11,MN,88.1058
2001-11,MO,88.1058
2001-11,MS,88.1058
2001-11,MT,88.1058
2001-11,NC,88.1058
2001-11,ND,88.1058
2001-11,NE,88.1058
2001-11,NH,88.1058
2001-11,NJ,88.1058
2001-11,NM,88.1058
2001-11,NV,88.1058
2001-11,NY,88.1058
2001-11,OH,88.1058
2001-11,OK,88.1058
2001-11,OR,88.1058
2001-11,PA,88.1058
2001-11,RI,88.1058
2001-11,SC,88.1058
2001-11,SD,88.1058
2001-11,TN,88.1058
2001-11,TX,88.1058
2001-11,UT,88.1058
2001-11,VA,88.1058
2001-11,VT,88.1058
2001-11,WA,88.1058
2001-11,WI,88.1058
2001-11,WV,88.1058
2001-11,WY,88.1058
2001-12,AK,88.0897
2001-12,AL,88.0897
2001-12,AR,88.0897
2001-12,AZ,88.0897
2001-12,CA,88.0897
2001-12,CO,88.0897
2001-12,CT,88.0897
2001-12,DC,88.0897
2001-12,DE,88.0897
2001-12,FL,88.0897
2001-12,GA,88.0897
2001-12,HI,88.0897
2001-12,IA,88.0897
2001-12,ID,88.0897
2001-12,IL,88.0897
2001-12,IN,88.0897
2001-12,KS,88.0897
2001-12,KY,88.0897
2001-12,LA,88.0897
2001-12,MA,88.0897
2001-12,MD,88.0897
2001-12,ME,88.0897
2001-12,MI,88.0897
2001-12,MN,88.0897
2001-12,MO,88.0897
2001-12,MS,88.0897
2001-12,MT,88.0897
2001-12,NC,88.0897
2001-12,ND,88.0897
2001-12,NE,88.0897
2001-12,NH,88.0897
2001-12,NJ,88.0897
2001-12,NM,88.0897
2001-12,NV,88.0897
2001-12,NY,88.0897
2001-12,OH,88.0897
2001-12,OK,88.0897
2001-12,OR,88.0897
2001-12,PA,88.0897
2001-12,RI,88.0897
2001-12,SC,88.0897
2001-12,SD,88.0897
2001-12,TN,88.0897
2001-12,TX,88.0897
2001-12,UT,88.0897
2001-12,VA,88.0897
2001-12,VT,88.0897
2001-12,WA,88.0897
2001-12,WI,88.0897
2001-12,WV,88.0897
2001-12,WY,88.0897
2002-01,AK,88.6706
2002-01,AL,88.6706
2002-01,AR,88.6706
2002-01,AZ,88.6706
2002-01,CA,88.6706
2002-01,CO,88.6706
2002-01,CT,88.6706
2002-01,DC,88.6706
2002-01,DE,88.6706
2002-01,FL,88.6706
2002-01,GA,88.6706
2002-01,HI,88.6706
2002-01,IA,88.6706
2002-01,ID,88.6706
2002-01,IL,88.6706
2002-01,IN,88.6706
2002-01,KS,88.6706
2002-01,KY,88.6706
2002-01,LA,88.6706
2002-01,MA,88.6706
2002-01,MD,88.6706
2002-01,ME,88.6706
2002-01,MI,88.6706
2002-01,MN,88.6706
2002-01,MO,88.6706
2002-01,MS,88.6706
2002-01,MT,88.6706
2002-01,NC,88.6706
2002-01,ND,88.6706
2002-01,NE,88.6706
2002-01,NH,88.6706
2002-01,NJ,88.6706
2002-01,NM,88.6706
2002-01,NV,88.6706
2002-01,NY,88.6706
2002-01,OH,88.6706
2002-01,OK,88.6706
2002-01,OR,88.6706
2002-01,PA,88.6706
2002-01,RI,88.6706
2002-01,SC,88.6706
2002-01,SD,88.6706
2002-01,TN,88.6706
2002-01,TX,88.6706
2002-01,UT,88.6706
2002-01,VA,88.6706
2002-01,VT,88.6706
2002-01,WA,88.6706
2002-01,WI,88.6706
2002-01,WV,88.6706
2002-01,WY,88.6706
2002-02,AK,88.6723
2002-02,AL,88.6723
2002-02,AR,88.6723
2002-02,AZ,88.6723
2002-02,CA,88.6723
2002-02,CO,88.6723
2002-02,CT,88.6723
2002-02,DC,88.6723
2002-02,DE,88.6723
2002-02,FL,88.6723
2002-02,GA,88.6723
2002-02,HI,88.6723
2002-02,IA,88.6723
2002-02,ID,88.6723
2002-02,IL,88.6723
2002-02,IN,88.6723
2002-02,KS,88.6723
2002-02,KY,88.6723
2002-02,LA,88.6723
2002-02,MA,88.6723
2002-02,MD,88.6723
2002-02,ME,88.6723
2002-02,MI,88.6723
2002-02,MN,88.6723
2002-02,MO,88.6723
2002-02,MS,88.6723
2002-02,MT,88.6723
2002-02,NC,88.6723
2002-02,ND,88.6723
2002-02,NE,88.6723
2002-02,NH,88.6723
2002-02,NJ,88.6723
2002-02,NM,88.6723
2002-02,NV,88.6723
2002-02,NY,88.6723
2002-02,OH,88.6723
2002-02,OK,88.6723
2002-02,OR,88.6723
2002-02,PA,88.6723
2002-02,RI,88.6723
2002-02,SC,88.6723
2002-02,SD,88.6723
2002-02,TN,88.6723
2002-02,TX,88.6723
2002-02,UT,88.6723
2002-02,VA,88.6723
2002-02,VT,88.6723
2002-02,WA,88.6723
2002-02,WI,88.6723
2002-02,WV,88.6723
2002-02,WY,88.6723
2002-03,AK,89.3624
2002-03,AL,89.3624
2002-03,AR,89.3624
2002-03,AZ,89.3624
2002-03,CA,89.3624
2002-03,CO,89.3624
2002-03,CT,89.3624
2002-03,DC,89.3624
2002-03,DE,89.3624
2002-03,FL,89.3624
2002-03,GA,89.3624
2002-03,HI,89.3624
2002-03,IA,89.3624
2002-03,ID,89.3624
2002-03,IL,89.3624
2002-03,IN,89.3624
2002-03,KS,89.3624
2002-03,KY,89.3624
2002-03,LA,89.3624
2002-03,MA,89.3624
2002-03,MD,89.3624
2002-03,ME,89.3624
2002-03,MI,89.3624
2002-03,MN,89.3624
2002-03,MO,89.3624
2002-03,MS,89.3624
2002-03,MT,89.3624
2002-03,NC,89.3624
2002-03,ND,89.3624
2002-03,NE,89.3624
2002-03,NH,89.3624
2002-03,NJ,89.3624
2002-03,NM,89.3624
2002-03,NV,89.3624
2002-03,NY,89.3624
2002-03,OH,89.3624
2002-03,OK,89.3624
2002-03,OR,89.3624
2002-03,PA,89.3624
2002-03,RI,89.3624
2002-03,SC,89.3624
2002-03,SD,89.3624
2002-03,TN,89.3624
2002-03,TX,89.3624
2002-03,UT,89.3624
2002-03,VA,89.3624
2002-03,VT,89.3624
2002-03,WA,89.3624
2002-03,WI,89.3624
2002-03,WV,89.3624
2002-03,WY,89.3624
2002-04,AK,89.7933
2002-04,AL,89.7933
2002-04,AR,89.7933
2002-04,AZ,89.7933
2002-04,CA,89.7933
2002-04,CO,89.7933
2002-04,CT,89.7933
2002-04,DC,89.7933
2002-04,DE,89.7933
2002-04,FL,89.7933
2002-04,GA,89.7933
2002-04,HI,89.7933
2002-04,IA,89.7933
2002-04,ID,89.7933
2002-04,IL,89.7933
2002-04,IN,89.7933
2002-04,KS,89.7933
2002-04,KY,89.7933
2002-04,LA,89.7933
2002-04,MA,89.7933
2002-04,MD,89.7933
2002-04,ME,89.7933
2002-04,MI,89.7933
2002-04,MN,89.7933
2002-04,MO,89.7933
2002-04,MS,89.7933
2002-04,MT,89.7933
2002-04,NC,89.7933
2002-04,ND,89.7933
2002-04,NE,89.7933
2002-04,NH,89.7933
2002-04,NJ,89.7933
2002-04,NM,89.7933
2002-04,NV,89.7933
2002-04,NY,89.7933
2002-04,OH,89.7933
2002-04,OK,89.7933
2002-04,OR,89.7933
2002-04,PA,89.7933
2002-04,RI,89.7933
2002-04,SC,89.7933
2002-04,SD,89.7933
2002-04,TN,89.7933
2002-04,TX,89.7933
2002-04,UT,89.7933
2002-04,VA,89.7933
2002-04,VT,89.7933
2002-04,WA,89.7933
2002-04,WI,89.7933
2002-04,WV,89.7933
2002-04,WY,89.7933
2002-05,AK,90.1629
2002-05,AL,90.1629
2002-05,AR,90.1629
2002-05,AZ,90.1629
2002-05,CA,90.1629
2002-05,CO,90.1629
2002-05,CT,90.1629
2002-05,DC,90.1629
2002-05,DE,90.1629
2002-05,FL,90.1629
2002-05,GA,90.1629
2002-05,HI,90.1629
2002-05,IA,90.1629
2002-05,ID,90.1629
2002-05,IL,90.1629
2002-05,IN,90.1629
2002-05,KS,90.1629
2002-05,KY,90.1629
2002-05,LA,90.1629
2002-05,MA,90.1629
2002-05,MD,90.1629
2002-05,ME,90.1629
2002-05,MI,90.1629
2002-05,MN,90.1629
2002-05,MO,90.1629
2002-05,MS,90.1629
2002-05,MT,90.1629
2002-05,NC,90.1629
2002-05,ND,90.1629
2002-05,NE,90.1629
2002-05,NH,90.1629
2002-05,NJ,90.1629
2002-05,NM,90.1629
2002-05,NV,90.1629
2002-05,NY,90.1629
2002-05,OH,90.1629
2002-05,OK,90.1629
2002-05,OR,90.1629
2002-05,PA,90.1629
2002-05,RI,90.1629
2002-05,SC,90.1629
2002-05,SD,90.1629
2002-05,TN,90.1629
2002-05,TX,90.1629
2002-05,UT,90.1629
2002-05,VA,90.1629
2002-05,VT,90.1629
2002-05,WA,90.1629
2002-05,WI,90.1629
2002-05,WV,90.1629
2002-05,WY,90.1629
2002-06,AK,90.9078
2002-06,AL,90.9078
2002-06,AR,90.9078
2002-06,AZ,90.9078
2002-06,CA,90.9078
2002-06,CO,90.9078
2002-06,CT,90.9078
2002-06,DC,90.9078
2002-06,DE,90.9078
2002-06,FL,90.9078
2002-06,GA,90.9078
2002-06,HI,90.9078
2002-06,IA,90.9078
2002-06,ID,90.9078
2002-06,IL,90.9078
2002-06,IN,90.9078
2002-06,KS,90.9078
2002-06,KY,90.9078
2002-06,LA,90.9078
2002-06,MA,90.9078
2002-06,MD,90.9078
2002-06,ME,90.9078
2002-06,MI,90.9078
2002-06,MN,90.9078
2002-06,MO,90.9078
2002-06,MS,90.9078
2002-06,MT,90.9078
2002-06,NC,90.9078
2002-06,ND,90.9078
2002-06,NE,90.9078
2002-06,NH,90.9078
2002-06,NJ,90.9078
2002-06,NM,90.9078
2002-06,NV,90.9078
2002-06,NY,90.9078
2002-06,OH,90.9078
2002-06,OK,90.9078
2002-06,OR,90.9078
2002-06,PA,90.9078
2002-06,RI,90.9078
2002-06,SC,90.9078
2002-06,SD,90.9078
2002-06,TN,90.9078
2002-06,TX,90.9078
2002-06,UT,90.9078
2002-06,VA,90.9078
2002-06,VT,90.9078
2002-06,WA,90.9078
2002-06,WI,90.9078
2002-06,WV,90.9078
2002-06,WY,90.9078
2002-07,AK,90.8761
2002-07,AL,90.8761
2002-07,AR,90.8761
2002-07,AZ,90.8761
2002-07,CA,90.8761
2002-07,CO,90.8761
2002-07,CT,90.8761
2002-07,DC,90.8761
2002-07,DE,90.8761
2002-07,FL,90.8761
2002-07,GA,90.8761
2002-07,HI,90.8761
2002-07,IA,90.8761
2002-07,ID,90.8761
2002-07,IL,90.8761
2002-07,IN,90.8761
2002-07,KS,90.8761
2002-07,KY,90.8761
2002-07,LA,90.8761
2002-07,MA,90.8761
2002-07,MD,90.8761
2002-07,ME,90.8761
2002-07,MI,90.8761
2002-07,MN,90.8761
2002-07,MO,90.8761
2002-07,MS,90.8761
2002-07,MT,90.8761
2002-07,NC,90.8761
2002-07,ND,90.8761
2002-07,NE,90.8761
2002-07,NH,90.8761
2002-07,NJ,90.8761
2002-07,NM,90.8761
2002-07,NV,90.8761
2002-07,NY,90.8761
2002-07,OH,90.8761
2002-07,OK,90.8761
2002-07,OR,90.8761
2002-07,PA,90.8761
2002-07,RI,90.8761
2002-07,SC,90.8761
2002-07,SD,90.8761
2002-07,TN,90.8761
2002-07,TX,90.8761
2002-07,UT,90.8761
2002-07,VA,90.8761
2002-07,VT,90.8761
2002-07,WA,90.8761
2002-07,WI,90.8761
2002-07,WV,90.8761
2002-07,WY,90.8761
2002-08,AK,90.785
2002-08,AL,90.785
2002-08,AR,90.785
2002-08,AZ,90.785
2002-08,CA,90.785
2002-08,CO,90.785
2002-08,CT,90.785
2002-08,DC,90.785
2002-08,DE,90.785
2002-08,FL,90.785
2002-08,GA,90.785
2002-08,HI,90.785
2002-08,IA,90.785
2002-08,ID,90.785
2002-08,IL,90.785
2002-08,IN,90.785
2002-08,KS,90.785
2002-08,KY,90.785
2002-08,LA,90.785
2002-08,MA,90.785
2002-08,MD,90.785
2002-08,ME,90.785
2002-08,MI,90.785
2002-08,MN,90.785
2002-08,MO,90.785
2002-08,MS,90.785
2002-08,MT,90.785
2002-08,NC,90.785
2002-08,ND,90.785
2002-08,NE,90.785
2002-08,NH,90.785
2002-08,NJ,90.785
2002-08,NM,90.785
2002-08,NV,90.785
2002-08,NY,90.785
2002-08,OH,90.785
2002-08,OK,90.785
2002-08,OR,90.785
2002-08,PA,90.785
2002-08,RI,90.785
2002-08,SC,90.785
2002-08,SD,90.785
2002-08,TN,90.785
2002-08,TX,90.785
2002-08,UT,90.785
2002-08,VA,90.785
2002-08,VT,90.785
2002-08,WA,90.785
2002-08,WI,90.785
2002-08,WV,90.785
2002-08,WY,90.785
2002-09,AK,90.8931
2002-09,AL,90.8931
2002-09,AR,90.8931
2002-09,AZ,90.8931
2002-09,CA,90.8931
2002-09,CO,90.8931
2002-09,CT,90.8931
2002-09,DC,90.8931
2002-09,DE,90.8931
2002-09,FL,90.8931
2002-09,GA,90.8931
2002-09,HI,90.8931
2002-09,IA,90.8931
2002-09,ID,90.8931
2002-09,IL,90.8931
2002-09,IN,90.8931
2002-09,KS,90.8931
2002-09,KY,90.8931
2002-09,LA,90.8931
2002-09,MA,90.8931
2002-09,MD,90.8931
2002-09,ME,90.8931
2002-09,MI,90.8931
2002-09,MN,90.8931
2002-09,MO,90.8931
2002-09,MS,90.8931
2002-09,MT,90.8931
2002-09,NC,90.8931
2002-09,ND,90.8931
2002-09,NE,90.8931
2002-09,NH,90.8931
2002-09,NJ,90.8931
2002-09,NM,90.8931
2002-09,NV,90.8931
2002-09,NY,90.8931
2002-09,OH,90.8931
2002-09,OK,90.8931
2002-09,OR,90.8931
2002-09,PA,90.8931
2002-09,RI,90.8931
2002-09,SC,90.8931
2002-09,SD,90.8931
2002-09,TN,90.8931
2002-09,TX,90.8931
2002-09,UT,90.8931
2002-09,VA,90.8931
2002-09,VT,90.8931
2002-09,WA,90.8931
2002-09,WI,90.8931
2002-09,WV,90.8931
2002-09,WY,90.8931
2002-10,AK,90.6289
2002-10,AL,90.6289
2002-10,AR,90.6289
2002-10,AZ,90.6289
2002-10,CA,90.6289
2002-10,CO,90.6289
2002-10,CT,90.6289
2002-10,DC,90.6289
2002-10,DE,90.6289
