state,value,date
MI,2.608064516129032,2020-07-01
MI,2.893548387096774,2021-07-01
MI,2.9048387096774193,2022-07-01
MI,2.885483870967742,2019-08-01
MI,2.583870967741935,2020-08-01
MI,2.4064516129032256,2021-08-01
MI,2.653225806451613,2022-08-01
MI,2.8800000000000003,2019-09-01
MI,2.9233333333333333,2020-09-01
MI,3.1383333333333336,2021-09-01
MI,2.816666666666667,2022-09-01
MI,3.446774193548387,2019-10-01
MI,3.388709677419355,2020-10-01
MI,3.0032258064516126,2021-10-01
MI,3.325806451612903,2022-10-01
MI,3.51,2019-11-01
MI,4.101666666666667,2020-11-01
MI,3.4,2021-11-01
MI,3.828333333333333,2022-11-01
MI,3.7338709677419355,2019-12-01
MI,3.9096774193548387,2020-12-01
MI,3.7193548387096773,2021-12-01
MI,4.300000000000001,2022-12-01
MN,3.832258064516129,2019-01-01
MN,3.609677419354839,2020-01-01
MN,3.229032258064516,2021-01-01
MN,4.041935483870968,2022-01-01
MN,3.6571428571428575,2019-02-01
MN,3.8275862068965516,2020-02-01
MN,3.4285714285714284,2021-02-01
MN,4.35,2022-02-01
MN,3.7516129032258063,2019-03-01
MN,4.12258064516129,2020-03-01
MN,4.151612903225806,2021-03-01
MN,4.319354838709677,2022-03-01
MN,4.213333333333334,2019-04-01
MN,4.17,2020-04-01
MN,3.9433333333333334,2021-04-01
MN,5.54,2022-04-01
MN,3.793548387096774,2019-05-01
MN,3.948387096774194,2020-05-01
MN,3.7096774193548385,2021-05-01
MN,4.123333333333333,2022-05-01
MN,3.3733333333333335,2019-06-01
MN,4.0633333333333335,2020-06-01
MN,3.3433333333333333,2021-06-01
MN,4.026666666666666,2022-06-01
MN,3.0580645161290323,2019-07-01
MN,3.0161290322580645,2020-07-01
MN,2.8806451612903223,2021-07-01
MN,3.448387096774194,2022-07-01
MN,2.935483870967742,2019-08-01
MN,3.2451612903225806,2020-08-01
MN,3.4935483870967743,2021-08-01
MN,3.103225806451613,2022-08-01
MN,3.8233333333333333,2019-09-01
MN,3.4266666666666667,2020-09-01
MN,3.3766666666666665,2021-09-01
MN,3.45,2022-09-01
MN,4.370967741935484,2019-10-01
MN,3.8806451612903223,2020-10-01
MN,3.293548387096774,2021-10-01
MN,3.6870967741935483,2022-10-01
MN,3.966666666666667,2019-11-01
MN,4.03,2020-11-01
MN,4.056666666666667,2021-11-01
MN,4.15,2022-11-01
MN,3.429032258064516,2019-12-01
MN,3.403225806451613,2020-12-01
MN,3.9741935483870967,2021-12-01
MN,3.990322580645161,2022-12-01
MO,4.512903225806451,2019-01-01
MO,4.008064516129032,2020-01-01
MO,4.106451612903226,2021-01-01
MO,4.453225806451614,2022-01-01
MO,4.575,2019-02-01
MO,4.129310344827586,2020-02-01
MO,4.510714285714285,2021-02-01
MO,4.682142857142857,2022-02-01
MO,4.627419354838709,2019-03-01
MO,4.353225806451612,2020-03-01
MO,4.872580645161291,2021-03-01
MO,4.869354838709677,2022-03-01
MO,4.621666666666667,2019-04-01
MO,4.361666666666666,2020-04-01
MO,4.283333333333333,2021-04-01
MO,5.1899999999999995,2022-04-01
MO,3.8919354838709674,2019-05-01
MO,3.8822580645161286,2020-05-01
MO,3.8451612903225807,2021-05-01
MO,4.45483870967742,2022-05-01
MO,3.685,2019-06-01
MO,3.625,2020-06-01
MO,3.4099999999999997,2021-06-01
MO,3.3783333333333334,2022-06-01
MO,3.230645161290323,2019-07-01
MO,3.0338709677419353,2020-07-01
MO,2.730645161290323,2021-07-01
MO,3.325806451612903,2022-07-01
MO,3.0870967741935487,2019-08-01
MO,2.917741935483871,2020-08-01
MO,3.1306451612903223,2021-08-01
MO,2.985483870967742,2022-08-01
MO,3.4583333333333335,2019-09-01
MO,3.21,2020-09-01
MO,3.4616666666666664,2021-09-01
MO,3.0900000000000003,2022-09-01
MO,4.014516129032258,2019-10-01
MO,3.8161290322580643,2020-10-01
MO,3.8661290322580646,2021-10-01
